poly_id,year,month,cooling_monthly_mean,n_points,month_date,poly_elv
10,2021,7,2.1484182257401314,19,2021-07-01,33.284361839294434
10,2021,8,2.0068423622532894,19,2021-08-01,33.284361839294434
10,2021,9,2.1163153397409538,19,2021-09-01,33.284361839294434
10,2021,10,2.4199981689453125,20,2021-10-01,33.284361839294434
10,2021,11,2.9431586014597038,19,2021-11-01,33.284361839294434
10,2021,12,3.2010530170641447,19,2021-12-01,33.284361839294434
10,2022,1,3.6847357498972038,19,2022-01-01,33.284361839294434
10,2022,2,5.292349422679228,17,2022-02-01,33.284361839294434
10,2022,3,6.808000183105468,20,2022-03-01,33.284361839294434
10,2022,4,6.989998265316612,19,2022-04-01,33.284361839294434
10,2022,5,4.700531005859375,19,2022-05-01,33.284361839294434
10,2022,6,3.988238166360294,17,2022-06-01,33.284361839294434
10,2022,7,3.801579525596217,19,2022-07-01,33.284361839294434
10,2022,8,3.6910018920898438,20,2022-08-01,33.284361839294434
10,2022,9,7.842632092927632,19,2022-09-01,33.284361839294434
10,2022,10,8.198888142903646,18,2022-10-01,33.284361839294434
10,2022,11,8.206670125325521,18,2022-11-01,33.284361839294434
10,2022,12,2.2278924239309212,19,2022-12-01,33.284361839294434
10,2023,1,3.6829986572265625,20,2023-01-01,33.284361839294434
10,2023,2,7.0372314453125,18,2023-02-01,33.284361839294434
10,2023,3,7.4973706697162825,19,2023-03-01,33.284361839294434
10,2023,4,6.399471885279605,19,2023-04-01,33.284361839294434
10,2023,5,5.293331570095486,18,2023-05-01,33.284361839294434
10,2023,6,2.3236806769120064,19,2023-06-01,33.284361839294434
10,2023,7,4.614999389648437,20,2023-07-01,33.284361839294434
10,2023,8,6.898419831928454,19,2023-08-01,33.284361839294434
10,2023,9,7.0144500732421875,18,2023-09-01,33.284361839294434
10,2023,10,4.615884219898897,17,2023-10-01,33.284361839294434
10,2023,11,2.071578176398026,19,2023-11-01,33.284361839294434
10,2023,12,1.9274993896484376,20,2023-12-01,33.284361839294434
10,2024,1,4.484737998560855,19,2024-01-01,33.284361839294434
10,2024,2,6.037217881944445,18,2024-02-01,33.284361839294434
10,2024,3,7.123497009277344,20,2024-03-01,33.284361839294434
10,2024,4,7.530000385485198,19,2024-04-01,33.284361839294434
10,2024,5,7.3610486482319075,19,2024-05-01,33.284361839294434
10,2024,6,7.198415655838816,19,2024-06-01,33.284361839294434
10,2024,7,7.074205900493421,19,2024-07-01,33.284361839294434
10,2024,8,6.638948139391448,19,2024-08-01,33.284361839294434
10,2024,9,6.074442545572917,18,2024-09-01,33.284361839294434
10,2024,10,1.4738888210720487,18,2024-10-01,33.284361839294434
11,2020,10,-0.2631578947368421,19,2020-10-01,79.73870658874512
11,2020,11,-0.2899983723958333,18,2020-11-01,79.73870658874512
11,2020,12,-0.2964996337890625,20,2020-12-01,79.73870658874512
11,2021,1,0.44051963404605265,19,2021-01-01,79.73870658874512
11,2021,2,2.513531853170956,17,2021-02-01,79.73870658874512
11,2021,3,2.517369320518092,19,2021-03-01,79.73870658874512
11,2021,4,2.3852619371916117,19,2021-04-01,79.73870658874512
11,2021,5,1.6559951782226563,20,2021-05-01,79.73870658874512
11,2021,6,1.156319066097862,19,2021-06-01,79.73870658874512
11,2021,7,1.244209691097862,19,2021-07-01,79.73870658874512
11,2021,8,1.280525609066612,19,2021-08-01,79.73870658874512
11,2021,9,1.490526701274671,19,2021-09-01,79.73870658874512
11,2021,10,1.6825057983398437,20,2021-10-01,79.73870658874512
11,2021,11,1.6457840768914473,19,2021-11-01,79.73870658874512
11,2021,12,1.559470728824013,19,2021-12-01,79.73870658874512
11,2022,1,1.606318423622533,19,2022-01-01,79.73870658874512
