date,roni,t1330,t0130,year,month,forest,open_land,lst_mean,cooling,n_points,precipitation_mm,ssrd_Jm2_1330,ssrd_Wm2_1330
2022-02-01T00:00:00Z,-1.13,26.655590252543615,18.679016397165697,2022,2,14.189922624669288,17.67545097161972,15.932686798144506,3.485528346950433,64,15.303270881790816,14748639.395348838,4096.844276485788
2022-03-01T00:00:00Z,-1.29,26.60296375363373,19.750600699491315,2022,3,15.241368062494669,20.118423626415755,17.679895844455213,4.877055563921087,64,21.784076422485413,14807571.720930232,4113.2143669250645
2022-04-01T00:00:00Z,-1.43,24.846644485828502,20.083165652252944,2022,4,14.58366857647011,19.809038512250076,17.196353544360093,5.225369935779965,64,176.39678093431473,12658700.930232558,3516.3058139534883
2022-05-01T00:00:00Z,-1.31,24.294307549055247,20.301921329941877,2022,5,14.492638966431269,19.38663273052251,16.93963584847689,4.893993764091245,64,127.08270795058546,11049233.674418604,3069.23157622739
2022-06-01T00:00:00Z,-0.93,23.18963935319772,19.655641351744237,2022,6,13.415489914090037,16.591235394645462,15.003362654367749,3.175745480555428,64,197.2331418439226,9521659.023255814,2644.905284237726
2022-07-01T00:00:00Z,-0.72,24.03143055050873,19.91483353015991,2022,7,14.918108864852815,17.53824425631796,16.228176560585386,2.6201353914651433,64,187.9089028238817,10734768.930232558,2981.8802583979327
2022-08-01T00:00:00Z,-1.07,24.078186319040697,19.810347020348843,2022,8,14.563236911377327,17.016815799384183,15.790026355380755,2.453578888006855,64,165.94076646643495,11505504.325581396,3195.97342377261
2022-09-01T00:00:00Z,-1.23,23.69315384265991,19.8129190134448,2022,9,13.761532059171682,15.893301723424,14.82741689129784,2.131769664252317,64,169.7924731266793,11655683.906976745,3237.689974160207
2022-10-01T00:00:00Z,-1.11,23.260530977470975,19.590540970203502,2022,10,14.69475338071958,16.70728908091496,15.70102123081727,2.012535700195385,64,245.73189053186323,11106843.302325582,3085.234250645995
2022-11-01T00:00:00Z,-1.01,23.215103788154067,19.353821084665697,2022,11,14.862431149446511,16.94713608495241,15.90478361719946,2.0847049355058993,64,223.2932824273269,9481026.046511628,2633.61834625323
2022-12-01T00:00:00Z,-1.02,24.55628179505817,18.349625272529067,2022,12,14.942281607921387,17.230671703661113,16.086476655791248,2.2883900957397247,64,31.491005877818,12451119.720930232,3458.6443669250643
2023-01-01T00:00:00Z,-0.87,25.395052461845975,18.643916924055247,2023,1,14.575525268795523,17.292195028727704,15.933860148761616,2.716669759932181,64,20.75975006740665,12935765.53488372,3593.268204134367
2023-02-01T00:00:00Z,-0.61,27.385173283066877,19.596105105377944,2023,2,14.591924716278797,18.325920359855186,16.45892253806699,3.733995643576387,64,13.217173693573026,14372917.627906976,3992.477118863049
2023-03-01T00:00:00Z,-0.39,25.986451898619237,19.628371411700584,2023,3,14.872272241464696,19.882826029535728,17.377549135500214,5.010553788071031,64,41.84768519494249,14077928.11627907,3910.535587855297
2023-04-01T00:00:00Z,-0.32,26.11111123728199,20.304118595566877,2023,4,16.16014353178731,21.060518346134696,18.610330938961003,4.900374814347385,64,42.52068262288704,14952108.418604651,4153.363449612403
2023-05-01T00:00:00Z,0.08,26.356750772165697,20.8531624727471,2023,5,16.399778426038345,20.730903040803803,18.56534073342107,4.331124614765459,64,95.9523867945685,13298862.790697675,3694.128552971577
2023-06-01T00:00:00Z,0.46,25.362065089026203,20.919551689680247,2023,6,15.704856768823191,19.258160879285576,17.481508824054384,3.5533041104623844,64,124.3431626624146,11490206.093023255,3191.723914728682
2023-07-01T00:00:00Z,0.56,25.275826671511652,20.832228833575584,2023,7,16.859860332085724,19.60984109113473,18.234850711610225,2.7499807590490044,64,103.380658311856,11126199.76744186,3090.611046511628
2023-08-01T00:00:00Z,0.84,25.167439589389573,20.84051258175873,2023,8,15.859256446673667,18.345866224136333,17.102561335405,2.486609777462665,64,158.92887883278172,11400515.76744186,3166.809935400517
2023-09-01T00:00:00Z,1.15,25.28693223110469,20.537551099200584,2023,9,16.17596650208535,18.48766997073297,17.33181823640916,2.311703468647619,64,129.89030117277318,12980928.255813954,3605.8134043927657
2023-10-01T00:00:00Z,1.31,24.292456622456427,20.45207349200581,2023,10,14.455483341853231,16.469962569511782,15.462722955682503,2.01447922765855,64,206.26475582397435,9916382.604651162,2754.550723514212
2023-11-01T00:00:00Z,1.59,24.597819767441877,20.540724927325584,2023,11,15.790601420272248,17.540783085737885,16.665692253005066,1.7501816654656364,64,211.78152339619604,10094994.093023255,2804.165025839793
2023-12-01T00:00:00Z,1.57,25.92919240552328,20.315791924055247,2023,12,16.721906255177934,18.732452857887576,17.727179556532754,2.0105466027096424,64,68.65733845239278,12268941.023255814,3408.039173126615
2024-01-01T00:00:00Z,1.19,27.374976153706427,20.27370889353199,2024,1,16.440767374565535,18.850063163275287,17.64541526892041,2.4092957887097524,64,15.65370450559787,13713303.720930232,3809.251033591731
2024-02-01T00:00:00Z,0.83,27.777053052325584,21.004887354651203,2024,2,16.71034445951086,20.221067568816387,18.465706014163622,3.5107231093055278,64,20.979929706596145,13741359.953488372,3817.044431524548
2024-03-01T00:00:00Z,0.53,27.901632903343057,21.329060683139573,2024,3,17.256888533254905,22.241002448297593,19.74894549077625,4.9841139150426885,64,25.921998039594595,14833441.418604651,4120.400394056847
2024-04-01T00:00:00Z,0.1,26.77414039789244,20.98504383175873,2024,4,16.740178429998863,22.307069739313828,19.523624084656344,5.566891309314965,64,73.10563373869437,14167384.279069768,3935.3845219638247
2024-05-01T00:00:00Z,-0.47,25.445129678415697,21.529142441860472,2024,5,16.358649135535497,21.552059635380644,18.95535438545807,5.193410499845148,64,220.05837909920615,12382875.906976745,3439.687751937985
2024-06-01T00:00:00Z,-0.41,24.465972474563955,20.919523301235472,2024,6,15.178510182454334,19.497795370704686,17.33815277657951,4.319285188250352,64,201.8378283016297,9988327.76744186,2774.5354909560724
2024-07-01T00:00:00Z,-0.49,24.623204714752944,21.000044285973843,2024,7,15.885300328650896,19.484120916574728,17.684710622612812,3.5988205879238304,64,260.2259805967468,9713850.23255814,2698.29173126615
2024-08-01T00:00:00Z,-0.63,24.75309888263081,20.62619117914244,2024,8,15.70044737845622,18.40678293252469,17.053615155490455,2.7063355540684677,64,151.17029062753846,11248316.88372093,3124.5324677002586
2024-09-01T00:00:00Z,-0.79,24.402876317223843,20.814156749636652,2024,9,15.816838226337978,17.935346677482553,16.876092451910264,2.118508451144576,64,181.27583227726785,11151525.790697675,3097.6460529715764
2024-10-01T00:00:00Z,-0.86,24.117339662063955,20.29285406068317,2024,10,15.783722017983006,17.500342071195416,16.64203204458921,1.7166200532124096,64,196.50281892634584,10545719.46511628,2929.366518087855
