interval_from,interval_to,LST_B0_min,LST_B0_max,LST_B0_mean,LST_B0_stDev,LST_B0_sampleCount,LST_B0_noDataCount,poly_id,landcover,elv
2020-02-17,2020-02-18,281.9599914550781,281.9599914550781,281.9599914550781,0.0,65536,286,66,10.0,1604.113037109375
2020-02-19,2020-02-20,284.5199890136719,284.5199890136719,284.5199890136719,0.0,65536,286,66,10.0,1604.113037109375
2020-02-20,2020-02-21,286.25,286.25,286.25,0.0,65536,286,66,10.0,1604.113037109375
2020-02-22,2020-02-23,283.42999267578125,283.42999267578125,283.42999267578125,0.0,65536,286,66,10.0,1604.113037109375
2020-02-24,2020-02-25,280.5799865722656,280.5799865722656,280.5799865722656,0.0,65536,286,66,10.0,1604.113037109375
2020-02-26,2020-02-27,283.75,283.75,283.75,0.0,65536,286,66,10.0,1604.113037109375
2020-02-27,2020-02-28,288.7200012207031,288.7200012207031,288.7200012207031,0.0,65536,286,66,10.0,1604.113037109375
2020-02-28,2020-02-29,281.8299865722656,281.8299865722656,281.8299865722656,0.0,65536,286,66,10.0,1604.113037109375
2020-02-29,2020-03-01,283.739990234375,283.739990234375,283.739990234375,0.0,65536,286,66,10.0,1604.113037109375
2020-03-02,2020-03-03,280.6600036621094,280.6600036621094,280.6600036621094,0.0,65536,286,66,10.0,1604.113037109375
2020-03-04,2020-03-05,283.5299987792969,283.5299987792969,283.5299987792969,0.0,65536,286,66,10.0,1604.113037109375
2020-03-06,2020-03-07,282.2099914550781,282.2099914550781,282.2099914550781,0.0,65536,286,66,10.0,1604.113037109375
