"location","year_month","month_min"
"Las_Brisas",1999-09-01,15.2
"Las_Brisas",1999-10-01,15.54
"Las_Brisas",1999-11-01,15.04
"Las_Brisas",1999-12-01,13.92
"Las_Brisas",2000-01-01,12.89
"Las_Brisas",2000-02-01,13.69
"Las_Brisas",2000-03-01,14.94
"Las_Brisas",2000-04-01,15.02
"Las_Brisas",2000-05-01,15.67
"Las_Brisas",2000-06-01,15.07
"Las_Brisas",2000-07-01,15.57
"Las_Brisas",2000-08-01,15.07
"Las_Brisas",2000-09-01,14.74
"Las_Brisas",2000-10-01,15.47
"Las_Brisas",2000-11-01,14.21
"Las_Brisas",2000-12-01,13.98
"Las_Brisas",2001-01-01,14.28
"Las_Brisas",2001-02-01,13.78
"Las_Brisas",2001-03-01,14.24
"Las_Brisas",2001-04-01,15.48
"Las_Brisas",2001-05-01,15.54
"Las_Brisas",2001-06-01,15.11
"Las_Brisas",2001-07-01,15.01
"Las_Brisas",2001-08-01,15.98
"Las_Brisas",2001-09-01,14.41
"Las_Brisas",2001-10-01,15.98
"Las_Brisas",2001-11-01,16.02
"Las_Brisas",2001-12-01,14.36
"Las_Brisas",2002-01-01,14.19
"Las_Brisas",2002-02-01,14.82
"Las_Brisas",2002-03-01,15.58
"Las_Brisas",2002-04-01,15.34
"Las_Brisas",2002-05-01,16.44
"Las_Brisas",2002-06-01,15.79
"Las_Brisas",2002-07-01,16.42
"Las_Brisas",2002-08-01,16.05
"Las_Brisas",2002-09-01,15.92
"Las_Brisas",2002-10-01,15.42
"Las_Brisas",2002-11-01,15.25
"Las_Brisas",2002-12-01,14.82
"Las_Brisas",2003-01-01,15.19
"Las_Brisas",2003-02-01,15.05
"Las_Brisas",2003-03-01,15.04
"Las_Brisas",2003-04-01,15.55
"Las_Brisas",2003-05-01,16.04
"Las_Brisas",2003-06-01,16.36
"Las_Brisas",2003-07-01,15.57
"Las_Brisas",2003-08-01,15.97
"Las_Brisas",2003-09-01,15.67
"Las_Brisas",2003-10-01,15.72
"Las_Brisas",2003-11-01,15.72
"Las_Brisas",2003-12-01,15.29
"Las_Brisas",2004-01-01,14.49
"Las_Brisas",2004-02-01,14.25
"Las_Brisas",2004-03-01,16.13
"Las_Brisas",2004-04-01,16.13
"Las_Brisas",2004-05-01,16.8
"Las_Brisas",2004-06-01,15.35
"Las_Brisas",2004-07-01,15.56
"Las_Brisas",2004-08-01,15.86
"Las_Brisas",2004-09-01,15.49
"Las_Brisas",2004-10-01,15.86
"Las_Brisas",2004-11-01,15.45
"Las_Brisas",2004-12-01,15.26
"Las_Brisas",2005-01-01,14.74
"Las_Brisas",2005-02-01,15.18
"Las_Brisas",2005-03-01,15.57
"Las_Brisas",2005-04-01,14.63
"Las_Brisas",2005-05-01,15.79
"Las_Brisas",2005-06-01,16.32
"Las_Brisas",2005-08-01,15.99
"Las_Brisas",2005-09-01,15.42
"Las_Brisas",2005-10-01,15.52
"Las_Brisas",2005-11-01,15.5
"Las_Brisas",2005-12-01,14.12
"Las_Brisas",2006-01-01,15.02
"Las_Brisas",2006-02-01,13.66
"Las_Brisas",2006-03-01,15.79
"Las_Brisas",2006-04-01,15.32
"Las_Brisas",2006-05-01,16.09
"Las_Brisas",2006-06-01,15.59
"Las_Brisas",2006-07-01,15.83
"Las_Brisas",2006-08-01,17.04
"Las_Brisas",2006-09-01,16.06
"Las_Brisas",2006-10-01,16.57
"Las_Brisas",2006-11-01,16.13
"Las_Brisas",2006-12-01,18.18
"Las_Brisas",2007-01-01,15.79
"Las_Brisas",2007-02-01,15.36
"Las_Brisas",2007-03-01,15.86
"Las_Brisas",2007-04-01,16.2
"Las_Brisas",2007-05-01,16.47
"Las_Brisas",2007-06-01,16.23
"Las_Brisas",2007-07-01,15.86
"Las_Brisas",2007-08-01,15.4
"Las_Brisas",2007-09-01,15.06
"Las_Brisas",2007-10-01,15.07
"Las_Brisas",2007-11-01,16.15
"Las_Brisas",2007-12-01,15.27
"Las_Brisas",2008-01-01,14.19
"Las_Brisas",2008-02-01,14.7
"Las_Brisas",2008-03-01,14.86
"Las_Brisas",2008-04-01,15.84
"Las_Brisas",2008-05-01,14.62
"Las_Brisas",2008-06-01,15.37
"Las_Brisas",2008-07-01,15.61
"Las_Brisas",2008-08-01,16.11
"Las_Brisas",2008-09-01,16.08
"Las_Brisas",2008-10-01,15.92
"Las_Brisas",2008-11-01,15.84
"Las_Brisas",2008-12-01,14.51
"Las_Brisas",2009-01-01,14.92
"Las_Brisas",2009-02-01,14.81
"Las_Brisas",2009-06-01,16.13
"Las_Brisas",2009-07-01,15.76
"Las_Brisas",2009-08-01,16.3
"Las_Brisas",2009-09-01,16.1
"Las_Brisas",2009-10-01,15.7
"Las_Brisas",2009-11-01,15.2
"Las_Brisas",2009-12-01,15.31
"Las_Brisas",2010-01-01,15.54
"Las_Brisas",2010-02-01,15.56
"Las_Brisas",2010-03-01,16.64
"Las_Brisas",2010-04-01,16.87
"Las_Brisas",2010-05-01,15.98
"Las_Brisas",2010-06-01,15.84
"Las_Brisas",2010-07-01,16.01
"Las_Brisas",2010-08-01,15.43
"Las_Brisas",2010-09-01,15.8
"Las_Brisas",2010-10-01,15.4
"Las_Brisas",2010-11-01,15.32
"Las_Brisas",2010-12-01,11.97
"Las_Brisas",2011-01-01,14.64
"Las_Brisas",2011-02-01,16.33
"Las_Brisas",2011-03-01,16.06
"Las_Brisas",2011-04-01,15.69
"Las_Brisas",2011-05-01,16.03
"Las_Brisas",2011-06-01,15.74
"Las_Brisas",2011-07-01,15.13
"Las_Brisas",2011-08-01,15.67
"Las_Brisas",2011-09-01,15.95
"Las_Brisas",2011-10-01,15.42
"Las_Brisas",2011-11-01,14.47
"Las_Brisas",2011-12-01,14.07
"Las_Brisas",2012-01-01,13.77
"Las_Brisas",2012-02-01,14.57
"Las_Brisas",2012-03-01,15.71
"Las_Brisas",2012-04-01,15.03
"Las_Brisas",2012-05-01,15.98
"Las_Brisas",2012-06-01,15.98
"Las_Brisas",2012-07-01,16.21
"Las_Brisas",2012-08-01,15.84
"Las_Brisas",2012-09-01,15.91
"Las_Brisas",2012-10-01,14.95
"Las_Brisas",2012-11-01,15.74
"Las_Brisas",2012-12-01,15.39
"Las_Brisas",2013-01-01,15.05
"Las_Brisas",2013-02-01,14.31
"Las_Brisas",2013-03-01,15.34
"Las_Brisas",2013-04-01,15.59
"Las_Brisas",2013-05-01,15.29
"Las_Brisas",2013-06-01,15.85
"Las_Brisas",2013-07-01,15.95
"Las_Brisas",2013-08-01,15.35
"Las_Brisas",2013-09-01,15.55
"Las_Brisas",2013-10-01,16.22
"Las_Brisas",2013-11-01,15.62
"Las_Brisas",2013-12-01,14.57
"Las_Brisas",2014-01-01,15.1
"Las_Brisas",2014-02-01,14.82
"Las_Brisas",2014-03-01,14.96
"Las_Brisas",2014-04-01,15.91
"Las_Brisas",2014-05-01,16.18
"Las_Brisas",2014-06-01,16.45
"Las_Brisas",2014-07-01,16.45
"Las_Brisas",2014-08-01,16.22
"Las_Brisas",2014-09-01,15.57
"Las_Brisas",2014-10-01,16.05
"Las_Brisas",2014-11-01,15.43
"Las_Brisas",2014-12-01,15.71
"Las_Brisas",2015-01-01,15.04
"Las_Brisas",2015-02-01,14.83
"Las_Brisas",2015-03-01,15.48
"Las_Brisas",2015-04-01,16.39
"Las_Brisas",2015-05-01,14.8
"Las_Brisas",2015-06-01,16.4
"Las_Brisas",2015-07-01,15.6
"Las_Brisas",2015-08-01,16.4
"Las_Brisas",2015-09-01,16.5
"Las_Brisas",2015-10-01,16.6
"Las_Brisas",2015-11-01,15.8
"Las_Brisas",2015-12-01,15.7
"Las_Brisas",2016-01-01,15.3
"Las_Brisas",2016-02-01,14.8
"Las_Brisas",2016-03-01,15.9
"Las_Brisas",2016-04-01,15.6
"Las_Brisas",2016-05-01,16.5
"Las_Brisas",2016-06-01,16.2
"Las_Brisas",2016-07-01,16.4
"Las_Brisas",2016-08-01,16.1
"Las_Brisas",2016-09-01,15.9
"Las_Brisas",2016-10-01,15.8
"Las_Brisas",2016-11-01,15.7
"Las_Brisas",2016-12-01,15.1
"Las_Brisas",2017-01-01,13.9
"Las_Brisas",2017-02-01,14.3
"Las_Brisas",2017-03-01,15.1
"Las_Brisas",2017-04-01,15.7
"Las_Brisas",2017-05-01,17
"Las_Brisas",2017-06-01,16.6
"Las_Brisas",2017-07-01,16.3
"Las_Brisas",2017-08-01,15.4
"Las_Brisas",2017-09-01,16.1
"Las_Brisas",2017-10-01,15.4
"Las_Brisas",2017-11-01,14.7
"Las_Brisas",2017-12-01,14.8
"Las_Brisas",2018-01-01,15.8
"Las_Brisas",2018-02-01,14.9
"Las_Brisas",2018-03-01,15.5
"Las_Brisas",2018-04-01,13.2
"Las_Brisas",2018-05-01,15.5
"Las_Brisas",2018-06-01,15.6
"Las_Brisas",2018-07-01,16.1
"Las_Brisas",2018-08-01,15.4
"Las_Brisas",2018-09-01,14.9
"Las_Brisas",2018-10-01,10.5
"Las_Brisas",2018-11-01,15.1
"Las_Brisas",2018-12-01,15
"Las_Brisas",2019-01-01,14.3
"Las_Brisas",2019-02-01,14.7
"Las_Brisas",2019-03-01,15.7
"Las_Brisas",2019-04-01,16.1
"Las_Brisas",2019-05-01,15.2
"Las_Brisas",2019-06-01,16.6
"Las_Brisas",2019-07-01,15.3
"Las_Brisas",2019-08-01,16.1
"Las_Brisas",2019-09-01,15.1
"Las_Brisas",2019-10-01,15.5
"Las_Brisas",2019-11-01,14.4
"Las_Brisas",2019-12-01,14.4
"Las_Brisas",2020-01-01,14.9
"Las_Brisas",2020-02-01,15
"Las_Brisas",2020-03-01,14.9
"Las_Brisas",2020-04-01,15.8
"Las_Brisas",2020-05-01,16.4
"Las_Brisas",2020-06-01,16.1
"Las_Brisas",2020-07-01,15.8
"Las_Brisas",2020-08-01,15.6
"Las_Brisas",2020-09-01,15.4
"Las_Brisas",2020-10-01,15.8
"Las_Brisas",2020-11-01,15.4
"Las_Brisas",2020-12-01,14.7
"Las_Brisas",2021-01-01,13.3
"Las_Brisas",2021-02-01,15.1
"Las_Brisas",2021-03-01,14.2
"Las_Brisas",2021-04-01,15.9
"Las_Brisas",2021-05-01,15.7
"Las_Brisas",2021-08-01,16
"Las_Brisas",2021-09-01,14.8
"Las_Brisas",2021-10-01,15.1
"Las_Brisas",2021-11-01,14.7
"Las_Brisas",2021-12-01,14.4
"Las_Brisas",2022-01-01,13.3
"Las_Brisas",2022-02-01,13.3
"Las_Brisas",2022-03-01,14.3
"Las_Brisas",2022-04-01,14.6
"Las_Brisas",2022-05-01,15.8
"Las_Brisas",2022-06-01,14.8
"Las_Brisas",2022-07-01,14.6
"Las_Brisas",2022-08-01,15.4
"Las_Brisas",2022-09-01,14.7
"Las_Brisas",2022-10-01,15.2
"Las_Brisas",2022-11-01,14.7
"Las_Brisas",2022-12-01,13
"Las_Brisas",2023-01-01,13.6
"Las_Brisas",2023-02-01,14
"Las_Brisas",2023-03-01,14.3
"Las_Brisas",2023-04-01,14.7
"Las_Brisas",2023-05-01,16.4
"Las_Brisas",2023-06-01,16
"Las_Brisas",2023-07-01,16.2
"Las_Brisas",2023-08-01,15.7
"Las_Brisas",2023-09-01,15.6
"Las_Brisas",2023-10-01,16.3
"Las_Brisas",2023-11-01,15.9
"Las_Brisas",2023-12-01,14.8
"Las_Brisas",2024-01-01,14.8
"Las_Brisas",2024-02-01,14.7
"Las_Brisas",2024-03-01,15
"Las_Brisas",2024-04-01,15.3
"Las_Brisas",2024-05-01,16.5
"Las_Brisas",2024-06-01,16
"Las_Brisas",2024-07-01,16.1
"Las_Brisas",2024-08-01,15.9
"Las_Brisas",2024-09-01,16
"Las_Esferas",2014-10-01,22.54
"Las_Esferas",2014-11-01,21.14
"Las_Esferas",2014-12-01,21.86
"Las_Esferas",2015-01-01,20.31
"Las_Esferas",2015-02-01,20.44
"Las_Esferas",2015-03-01,20.34
"Las_Esferas",2015-04-01,20.92
"Las_Esferas",2015-05-01,21.9
"Las_Esferas",2015-06-01,22.3
"Las_Esferas",2015-07-01,22.3
"Las_Esferas",2015-08-01,21.9
"Las_Esferas",2015-09-01,22
"Las_Esferas",2015-10-01,21.7
"Las_Esferas",2015-11-01,22.1
"Las_Esferas",2015-12-01,22
"Las_Esferas",2016-01-01,21.3
"Las_Esferas",2016-02-01,20.6
"Las_Esferas",2016-03-01,22.6
"Las_Esferas",2016-04-01,23.1
"Las_Esferas",2016-05-01,23
"Las_Esferas",2016-06-01,21.6
"Las_Esferas",2016-07-01,21.7
"Las_Esferas",2016-08-01,22.1
"Las_Esferas",2016-09-01,21.4
"Las_Esferas",2016-10-01,22
"Las_Esferas",2016-11-01,22.3
"Las_Esferas",2016-12-01,21.4
"Las_Esferas",2017-01-01,19.1
"Las_Esferas",2017-02-01,19.5
"Las_Esferas",2017-03-01,19.6
"Las_Esferas",2017-04-01,22.6
"Las_Esferas",2017-05-01,22.4
"Las_Esferas",2017-06-01,22
"Las_Esferas",2017-07-01,21.5
"Las_Esferas",2017-08-01,21.5
"Las_Esferas",2017-09-01,18.3
"Las_Esferas",2017-10-01,21.4
"Las_Esferas",2017-11-01,21.8
"Las_Esferas",2017-12-01,20.6
"Las_Esferas",2018-01-01,20.8
"Las_Esferas",2018-02-01,19.7
"Las_Esferas",2018-03-01,20.4
"Las_Esferas",2018-05-01,23.5
"Las_Esferas",2018-06-01,22.2
"Las_Esferas",2018-07-01,22.1
"Las_Esferas",2018-08-01,21.8
"Las_Esferas",2018-09-01,21.5
"Las_Esferas",2018-10-01,19.9
"Las_Esferas",2018-11-01,21.9
"Las_Esferas",2018-12-01,20.6
"Las_Esferas",2019-01-01,19
"Las_Esferas",2019-02-01,19
"Las_Esferas",2019-03-01,20.7
"Las_Esferas",2019-04-01,21.9
"Las_Esferas",2019-05-01,22.9
"Las_Esferas",2019-06-01,22.1
"Las_Esferas",2019-07-01,22.4
"Las_Esferas",2019-08-01,21.8
"Las_Esferas",2019-09-01,21.4
"Las_Esferas",2019-10-01,21.8
"Las_Esferas",2019-11-01,21.9
"Las_Esferas",2019-12-01,21.7
"Las_Esferas",2020-01-01,21.9
"Las_Esferas",2020-02-01,20.9
"Las_Esferas",2020-03-01,21.2
"Las_Esferas",2020-04-01,22.9
"Las_Esferas",2020-05-01,22.6
"Las_Esferas",2020-06-01,22.1
"Las_Esferas",2020-07-01,21.8
"Las_Esferas",2020-08-01,21.2
"Las_Esferas",2020-09-01,22.6
"Las_Esferas",2020-10-01,21.8
"Las_Esferas",2020-11-01,22.2
"Las_Esferas",2020-12-01,21.4
"Las_Esferas",2021-01-01,21
"Las_Esferas",2021-02-01,20.7
"Las_Esferas",2021-03-01,20.6
"Las_Esferas",2021-04-01,21.6
"Las_Esferas",2021-05-01,22.2
"Las_Esferas",2021-06-01,21.8
"Las_Esferas",2021-07-01,21.6
"Las_Esferas",2021-08-01,21.9
"Las_Esferas",2021-09-01,21.5
"Las_Esferas",2021-10-01,21.8
"Las_Esferas",2021-11-01,22.1
"Las_Esferas",2021-12-01,21.3
"Las_Esferas",2022-01-01,20.6
"Las_Esferas",2022-02-01,19.2
"Las_Esferas",2022-03-01,21
"Las_Esferas",2022-04-01,20.8
"Las_Esferas",2022-05-01,22.6
"Las_Esferas",2022-06-01,21.8
"Las_Esferas",2022-07-01,21.3
"Las_Esferas",2022-08-01,22.1
"Las_Esferas",2022-09-01,21.9
"Las_Esferas",2022-10-01,22.2
"Las_Esferas",2022-11-01,21.7
"Las_Esferas",2022-12-01,21.3
"Las_Esferas",2023-01-01,21
"Las_Esferas",2023-02-01,19.8
"Las_Esferas",2023-03-01,21.5
"Las_Esferas",2023-04-01,22.4
"Las_Esferas",2023-05-01,22.5
"Las_Esferas",2023-06-01,23.1
"Las_Esferas",2023-07-01,21.9
"Las_Esferas",2023-08-01,22.1
"Las_Esferas",2023-09-01,22.6
"Las_Esferas",2023-10-01,22.3
"Las_Esferas",2023-11-01,22.6
"Las_Esferas",2023-12-01,22.3
"Las_Esferas",2024-01-01,22.4
"Las_Esferas",2024-02-01,21.8
"Las_Esferas",2024-03-01,21.6
"Las_Esferas",2024-04-01,22.5
"Las_Esferas",2024-05-01,23.4
"Las_Esferas",2024-06-01,23.1
"Puerto_Jimenez",2003-10-01,21.73
"Puerto_Jimenez",2003-11-01,21.94
"Puerto_Jimenez",2003-12-01,21.73
"Puerto_Jimenez",2004-01-01,20.7
"Puerto_Jimenez",2004-02-01,20.26
"Puerto_Jimenez",2004-03-01,21.37
"Puerto_Jimenez",2004-04-01,22.4
"Puerto_Jimenez",2004-05-01,21.74
"Puerto_Jimenez",2004-06-01,21.78
"Puerto_Jimenez",2004-07-01,21.78
"Puerto_Jimenez",2004-08-01,21.4
"Puerto_Jimenez",2004-09-01,21.99
"Puerto_Jimenez",2004-10-01,21.5
"Puerto_Jimenez",2004-11-01,21.5
"Puerto_Jimenez",2004-12-01,20.52
"Puerto_Jimenez",2005-01-01,21.09
"Puerto_Jimenez",2005-02-01,21.13
"Puerto_Jimenez",2005-03-01,22.36
"Puerto_Jimenez",2005-04-01,23.17
"Puerto_Jimenez",2005-05-01,21.78
"Puerto_Jimenez",2005-06-01,21.73
"Puerto_Jimenez",2005-07-01,21.47
"Puerto_Jimenez",2005-08-01,21.8
"Puerto_Jimenez",2005-09-01,22.48
"Puerto_Jimenez",2005-10-01,23.29
"Puerto_Jimenez",2006-02-01,19.43
"Puerto_Jimenez",2006-03-01,21.14
"Puerto_Jimenez",2006-04-01,21.21
"Puerto_Jimenez",2006-05-01,22.28
"Puerto_Jimenez",2006-06-01,21.9
"Puerto_Jimenez",2006-07-01,21.92
"Puerto_Jimenez",2006-08-01,22.27
"Puerto_Jimenez",2006-09-01,21.51
"Puerto_Jimenez",2006-10-01,22.04
"Puerto_Jimenez",2006-11-01,21.24
"Puerto_Jimenez",2006-12-01,22.26
"Puerto_Jimenez",2007-01-01,21.57
"Puerto_Jimenez",2007-02-01,20.98
"Puerto_Jimenez",2007-03-01,20.76
"Puerto_Jimenez",2007-04-01,22.31
"Puerto_Jimenez",2007-05-01,22.32
"Puerto_Jimenez",2007-06-01,21.3
"Puerto_Jimenez",2007-07-01,21.54
"Puerto_Jimenez",2007-08-01,21
"Puerto_Jimenez",2007-09-01,21.12
"Puerto_Jimenez",2007-10-01,20.89
"Puerto_Jimenez",2007-11-01,21.72
"Puerto_Jimenez",2007-12-01,20.94
"Puerto_Jimenez",2008-01-01,20.48
"Puerto_Jimenez",2008-02-01,20.76
"Puerto_Jimenez",2008-03-01,20.08
"Puerto_Jimenez",2008-04-01,20.93
"Puerto_Jimenez",2008-05-01,21.72
"Puerto_Jimenez",2008-06-01,21.93
"Puerto_Jimenez",2008-07-01,21.87
"Puerto_Jimenez",2008-08-01,21.8
"Puerto_Jimenez",2008-09-01,21.07
"Puerto_Jimenez",2008-10-01,21.59
"Puerto_Jimenez",2008-11-01,21.61
"Puerto_Jimenez",2008-12-01,20.49
"Puerto_Jimenez",2009-01-01,19.4
"Puerto_Jimenez",2009-02-01,18.79
"Puerto_Jimenez",2009-03-01,20.69
"Puerto_Jimenez",2009-04-01,21.67
"Puerto_Jimenez",2009-05-01,22
"Puerto_Jimenez",2009-06-01,22.43
"Puerto_Jimenez",2009-07-01,15.1
"Puerto_Jimenez",2009-08-01,24.02
"Puerto_Jimenez",2009-10-01,22.32
"Puerto_Jimenez",2009-11-01,22.69
"Puerto_Jimenez",2009-12-01,22.05
"Puerto_Jimenez",2010-01-01,21.29
"Puerto_Jimenez",2010-02-01,23.27
"Puerto_Jimenez",2010-03-01,23.19
"Puerto_Jimenez",2010-04-01,22.84
"Puerto_Jimenez",2010-05-01,22.62
"Puerto_Jimenez",2010-06-01,22.47
"Puerto_Jimenez",2010-07-01,22.78
"Puerto_Jimenez",2010-08-01,22.52
"Puerto_Jimenez",2010-09-01,21.98
"Puerto_Jimenez",2010-10-01,22.65
"Puerto_Jimenez",2010-11-01,22.04
"Puerto_Jimenez",2010-12-01,20.65
"Puerto_Jimenez",2011-01-01,20.05
"Puerto_Jimenez",2011-02-01,21.25
"Puerto_Jimenez",2011-04-01,21.89
"Puerto_Jimenez",2011-05-01,22.43
"Puerto_Jimenez",2011-06-01,22.4
"Puerto_Jimenez",2011-07-01,21.19
"Puerto_Jimenez",2011-08-01,21.49
"Puerto_Jimenez",2011-09-01,21.96
"Puerto_Jimenez",2011-10-01,21.38
"Puerto_Jimenez",2011-12-01,21.19
"Puerto_Jimenez",2012-01-01,20.17
"Puerto_Jimenez",2012-02-01,20.34
"Puerto_Jimenez",2012-03-01,20.71
"Puerto_Jimenez",2012-04-01,21.19
"Puerto_Jimenez",2012-05-01,22.24
"Puerto_Jimenez",2012-06-01,21.42
"Puerto_Jimenez",2012-07-01,21.59
"Puerto_Jimenez",2012-08-01,21.19
"Puerto_Jimenez",2012-09-01,21.97
"Puerto_Jimenez",2012-10-01,20.68
"Puerto_Jimenez",2012-11-01,21.9
"Puerto_Jimenez",2012-12-01,21.5
"Puerto_Jimenez",2013-01-01,21.77
"Puerto_Jimenez",2013-02-01,20.77
"Puerto_Jimenez",2013-03-01,21.38
"Puerto_Jimenez",2013-04-01,21.31
"Puerto_Jimenez",2013-05-01,21.75
"Puerto_Jimenez",2013-06-01,21.68
"Puerto_Jimenez",2013-07-01,21.34
"Puerto_Jimenez",2013-08-01,21.58
"Puerto_Jimenez",2013-09-01,21.48
"Puerto_Jimenez",2013-10-01,21.55
"Puerto_Jimenez",2013-11-01,20.53
"Puerto_Jimenez",2013-12-01,20.84
"Puerto_Jimenez",2014-01-01,20.78
"Puerto_Jimenez",2014-02-01,21.35
"Puerto_Jimenez",2014-03-01,21.99
"Puerto_Jimenez",2014-04-01,22.2
"Puerto_Jimenez",2014-05-01,22.06
"Puerto_Jimenez",2014-06-01,21.32
"Puerto_Jimenez",2014-07-01,22.11
"Puerto_Jimenez",2014-08-01,21.43
"Puerto_Jimenez",2014-09-01,21.43
"Puerto_Jimenez",2014-10-01,21.43
"Puerto_Jimenez",2014-11-01,21.4
"Puerto_Jimenez",2014-12-01,21.3
"Puerto_Jimenez",2015-01-01,20.31
"Puerto_Jimenez",2015-02-01,20.82
"Puerto_Jimenez",2015-03-01,20.82
"Puerto_Jimenez",2015-04-01,21.4
"Puerto_Jimenez",2015-05-01,21.6
"Puerto_Jimenez",2015-06-01,21.6
"Puerto_Jimenez",2015-07-01,21.3
"Puerto_Jimenez",2015-08-01,22.4
"Puerto_Jimenez",2015-09-01,22.1
"Puerto_Jimenez",2015-10-01,22.2
"Puerto_Jimenez",2015-11-01,22.8
"Puerto_Jimenez",2015-12-01,22.9
"Puerto_Jimenez",2016-01-01,22.9
"Puerto_Jimenez",2016-02-01,22.5
"Puerto_Jimenez",2016-03-01,23.8
"Puerto_Jimenez",2016-04-01,23.6
"Puerto_Jimenez",2016-05-01,22.3
"Puerto_Jimenez",2016-06-01,21.2
"Puerto_Jimenez",2016-07-01,21.6
"Puerto_Jimenez",2016-08-01,21.6
"Puerto_Jimenez",2016-09-01,20.8
"Puerto_Jimenez",2016-10-01,21.1
"Puerto_Jimenez",2016-11-01,21.4
"Puerto_Jimenez",2016-12-01,20.3
"Puerto_Jimenez",2017-01-01,19.2
"Puerto_Jimenez",2017-02-01,20.1
"Puerto_Jimenez",2017-03-01,20.1
"Puerto_Jimenez",2017-04-01,21.4
"Puerto_Jimenez",2017-05-01,21.8
"Puerto_Jimenez",2017-06-01,21.5
"Puerto_Jimenez",2017-07-01,20.9
"Puerto_Jimenez",2017-08-01,20.9
"Puerto_Jimenez",2017-09-01,21.2
"Puerto_Jimenez",2017-10-01,20.4
"Puerto_Jimenez",2017-11-01,20.8
"Puerto_Jimenez",2017-12-01,19.6
"Puerto_Jimenez",2018-01-01,20.1
"Puerto_Jimenez",2018-02-01,19.7
"Puerto_Jimenez",2018-03-01,19.7
"Puerto_Jimenez",2018-04-01,20.7
"Puerto_Jimenez",2018-05-01,20.8
"Puerto_Jimenez",2018-06-01,21
"Puerto_Jimenez",2018-07-01,20.9
"Puerto_Jimenez",2018-08-01,21.2
"Puerto_Jimenez",2018-09-01,20.6
"Puerto_Jimenez",2018-10-01,19.1
"Puerto_Jimenez",2018-11-01,20.9
"Puerto_Jimenez",2018-12-01,20.1
"Puerto_Jimenez",2019-01-01,19.4
"Puerto_Jimenez",2019-02-01,18.3
"Puerto_Jimenez",2019-03-01,20.6
"Puerto_Jimenez",2019-04-01,20.8
"Puerto_Jimenez",2019-05-01,21.4
"Puerto_Jimenez",2019-06-01,21.5
"Puerto_Jimenez",2019-07-01,21.5
"Puerto_Jimenez",2019-08-01,21.6
"Puerto_Jimenez",2019-09-01,20.9
"Puerto_Jimenez",2019-10-01,20.7
"Puerto_Jimenez",2019-11-01,20.9
"Puerto_Jimenez",2019-12-01,21
"Puerto_Jimenez",2020-01-01,20.9
"Puerto_Jimenez",2020-02-01,20.6
"Puerto_Jimenez",2020-03-01,20.5
"Puerto_Jimenez",2020-04-01,21.8
"Puerto_Jimenez",2020-05-01,22
"Puerto_Jimenez",2020-06-01,21
"Puerto_Jimenez",2020-07-01,20.4
"Puerto_Jimenez",2020-08-01,20.3
"Puerto_Jimenez",2020-09-01,20.8
"Puerto_Jimenez",2020-10-01,20.8
"Puerto_Jimenez",2020-11-01,20.8
"Puerto_Jimenez",2020-12-01,20.3
"Puerto_Jimenez",2021-01-01,19.6
"Puerto_Jimenez",2021-02-01,20.5
"Puerto_Jimenez",2021-03-01,20.5
"Puerto_Jimenez",2021-04-01,20.6
"Puerto_Jimenez",2021-05-01,21.1
"Puerto_Jimenez",2021-06-01,20.7
"Puerto_Jimenez",2021-07-01,20.5
"Puerto_Jimenez",2021-08-01,21.1
"Puerto_Jimenez",2021-09-01,20.7
"Puerto_Jimenez",2021-10-01,20.7
"Puerto_Jimenez",2021-11-01,20.8
"Puerto_Jimenez",2021-12-01,20.4
"Puerto_Jimenez",2022-01-01,19.8
"Puerto_Jimenez",2022-02-01,19.1
"Puerto_Jimenez",2022-03-01,20.7
"Puerto_Jimenez",2022-04-01,20.3
"Puerto_Jimenez",2022-05-01,21.5
"Puerto_Jimenez",2022-06-01,20.3
"Puerto_Jimenez",2022-07-01,20.5
"Puerto_Jimenez",2022-08-01,20.7
"Puerto_Jimenez",2022-09-01,20.7
"Puerto_Jimenez",2022-10-01,22
"Puerto_Jimenez",2022-11-01,21.4
"Puerto_Jimenez",2022-12-01,20
"Puerto_Jimenez",2023-01-01,20.1
"Puerto_Jimenez",2023-03-01,20.7
"Puerto_Jimenez",2023-04-01,21.5
"Puerto_Jimenez",2023-05-01,23.1
"Puerto_Jimenez",2023-06-01,21.9
"Puerto_Jimenez",2023-07-01,22.4
"Puerto_Jimenez",2023-08-01,22.1
"Puerto_Jimenez",2023-09-01,21.7
"Puerto_Jimenez",2023-10-01,21.2
"Puerto_Jimenez",2023-11-01,22.2
"Puerto_Jimenez",2023-12-01,21.4
"Puerto_Jimenez",2024-01-01,22
"Puerto_Jimenez",2024-02-01,21.4
"Puerto_Jimenez",2024-03-01,21.2
"Puerto_Jimenez",2024-04-01,22.4
"Puerto_Jimenez",2024-05-01,22.1
"Puerto_Jimenez",2024-06-01,22.1
"Puerto_Jimenez",2024-07-01,21.6
"Puerto_Jimenez",2024-08-01,22.4
"San_Vito",2017-12-01,15.9
"San_Vito",2018-01-01,16.7
"San_Vito",2018-02-01,15.3
"San_Vito",2018-03-01,16.6
"San_Vito",2018-04-01,17
"San_Vito",2018-05-01,17.3
"San_Vito",2018-06-01,17.3
"San_Vito",2018-07-01,17.5
"San_Vito",2018-08-01,16.9
"San_Vito",2018-09-01,17
"San_Vito",2018-10-01,14.9
"San_Vito",2018-11-01,17.6
