"location","year_month","month_max"
"Las_Brisas",2005-03-01,29.6
"Las_Brisas",2005-04-01,29.6
"Las_Brisas",2005-05-01,28.29
"Las_Brisas",2005-06-01,27.92
"Las_Brisas",2005-08-01,28.76
"Las_Brisas",2005-09-01,28.12
"Las_Brisas",2005-10-01,26.42
"Las_Brisas",2005-11-01,26.88
"Las_Brisas",2005-12-01,27.2
"Las_Brisas",2006-01-01,29.04
"Las_Brisas",2006-02-01,30.43
"Las_Brisas",2006-03-01,30.46
"Las_Brisas",2006-04-01,29.14
"Las_Brisas",2006-05-01,28
"Las_Brisas",2006-06-01,27.87
"Las_Brisas",2006-07-01,29.5
"Las_Brisas",2006-08-01,29.2
"Las_Brisas",2006-09-01,28.75
"Las_Brisas",2006-10-01,28.37
"Las_Brisas",2006-11-01,29.53
"Las_Brisas",2006-12-01,27.74
"Las_Brisas",2007-01-01,31.86
"Las_Brisas",2007-02-01,31.47
"Las_Brisas",2007-03-01,30.57
"Las_Brisas",2007-04-01,29.07
"Las_Brisas",2007-05-01,29.05
"Las_Brisas",2007-06-01,27.54
"Las_Brisas",2007-07-01,27.58
"Las_Brisas",2007-08-01,27.43
"Las_Brisas",2007-09-01,27.15
"Las_Brisas",2007-10-01,27.22
"Las_Brisas",2007-11-01,27.81
"Las_Brisas",2007-12-01,27.54
"Las_Brisas",2008-01-01,28.18
"Las_Brisas",2008-02-01,28.58
"Las_Brisas",2008-03-01,28.86
"Las_Brisas",2008-04-01,28.83
"Las_Brisas",2008-05-01,28.07
"Las_Brisas",2008-06-01,27.78
"Las_Brisas",2008-07-01,27.35
"Las_Brisas",2008-08-01,26.72
"Las_Brisas",2008-09-01,28.16
"Las_Brisas",2008-10-01,26.93
"Las_Brisas",2008-11-01,26.22
"Las_Brisas",2008-12-01,27.96
"Las_Brisas",2009-01-01,28.38
"Las_Brisas",2009-02-01,30.2
"Las_Brisas",2009-03-01,29.42
"Las_Brisas",2009-06-01,27.94
"Las_Brisas",2009-07-01,29.01
"Las_Brisas",2009-08-01,28.48
"Las_Brisas",2009-09-01,29.01
"Las_Brisas",2009-10-01,28.89
"Las_Brisas",2009-11-01,28.12
"Las_Brisas",2009-12-01,28.72
"Las_Brisas",2010-01-01,29.88
"Las_Brisas",2010-02-01,30.75
"Las_Brisas",2010-03-01,29.92
"Las_Brisas",2010-04-01,29.79
"Las_Brisas",2010-05-01,29.46
"Las_Brisas",2010-06-01,27.76
"Las_Brisas",2010-07-01,27.69
"Las_Brisas",2010-08-01,27.35
"Las_Brisas",2010-09-01,27.48
"Las_Brisas",2010-10-01,27.36
"Las_Brisas",2010-11-01,26.37
"Las_Brisas",2010-12-01,27.36
"Las_Brisas",2011-01-01,20.23
"Las_Brisas",2011-02-01,20.94
"Las_Brisas",2011-03-01,23.83
"Las_Brisas",2011-04-01,29.3
"Las_Brisas",2011-05-01,29.98
"Las_Brisas",2011-06-01,29.41
"Las_Brisas",2011-07-01,29.86
"Las_Brisas",2011-08-01,28.85
"Las_Brisas",2011-09-01,28.54
"Las_Brisas",2011-10-01,27.53
"Las_Brisas",2011-11-01,27.63
"Las_Brisas",2011-12-01,27.41
"Las_Brisas",2012-01-01,28.78
"Las_Brisas",2012-02-01,30.32
"Las_Brisas",2012-03-01,31.56
"Las_Brisas",2012-04-01,30.11
"Las_Brisas",2012-05-01,27.89
"Las_Brisas",2012-06-01,28.19
"Las_Brisas",2012-07-01,28.78
"Las_Brisas",2012-08-01,27.08
"Las_Brisas",2012-09-01,28.12
"Las_Brisas",2012-10-01,26.78
"Las_Brisas",2012-11-01,27.22
"Las_Brisas",2012-12-01,28.43
"Las_Brisas",2013-01-01,29.49
"Las_Brisas",2013-02-01,30.29
"Las_Brisas",2013-03-01,30.81
"Las_Brisas",2013-04-01,30.14
"Las_Brisas",2013-05-01,28.08
"Las_Brisas",2013-06-01,27.99
"Las_Brisas",2013-07-01,27.47
"Las_Brisas",2013-08-01,27.85
"Las_Brisas",2013-09-01,27.42
"Las_Brisas",2013-10-01,27.72
"Las_Brisas",2013-11-01,28.4
"Las_Brisas",2013-12-01,29.83
"Las_Brisas",2014-01-01,28.93
"Las_Brisas",2014-02-01,29.88
"Las_Brisas",2014-03-01,30.42
"Las_Brisas",2014-04-01,32.75
"Las_Brisas",2014-05-01,29.27
"Las_Brisas",2014-06-01,28.66
"Las_Brisas",2014-07-01,29.68
"Las_Brisas",2014-08-01,28.02
"Las_Brisas",2014-09-01,28.42
"Las_Brisas",2014-10-01,27.81
"Las_Brisas",2014-11-01,27.89
"Las_Brisas",2014-12-01,28.57
"Las_Brisas",2015-01-01,30.39
"Las_Brisas",2015-02-01,29.65
"Las_Brisas",2015-03-01,30.94
"Las_Brisas",2015-04-01,30.22
"Las_Brisas",2015-05-01,29.8
"Las_Brisas",2015-06-01,30.3
"Las_Brisas",2015-07-01,32.5
"Las_Brisas",2015-08-01,30.7
"Las_Brisas",2015-09-01,29.4
"Las_Brisas",2015-10-01,29.8
"Las_Brisas",2015-11-01,28.7
"Las_Brisas",2015-12-01,30.1
"Las_Brisas",2016-01-01,30.5
"Las_Brisas",2016-02-01,32
"Las_Brisas",2016-03-01,31.7
"Las_Brisas",2016-04-01,30.1
"Las_Brisas",2016-05-01,32.6
"Las_Brisas",2016-06-01,28.4
"Las_Brisas",2016-07-01,29.5
"Las_Brisas",2016-08-01,29.8
"Las_Brisas",2016-09-01,28.3
"Las_Brisas",2016-10-01,28
"Las_Brisas",2016-11-01,27
"Las_Brisas",2016-12-01,28.7
"Las_Brisas",2017-01-01,30
"Las_Brisas",2017-02-01,30.6
"Las_Brisas",2017-03-01,30.5
"Las_Brisas",2017-04-01,29.2
"Las_Brisas",2017-05-01,28
"Las_Brisas",2017-06-01,28.2
"Las_Brisas",2017-07-01,27.5
"Las_Brisas",2017-08-01,28.4
"Las_Brisas",2017-09-01,28.2
"Las_Brisas",2017-10-01,28.1
"Las_Brisas",2017-11-01,26.8
"Las_Brisas",2017-12-01,28.1
"Las_Brisas",2018-01-01,27.8
"Las_Brisas",2018-02-01,28.8
"Las_Brisas",2018-03-01,30.8
"Las_Brisas",2018-04-01,28.6
"Las_Brisas",2018-05-01,27.9
"Las_Brisas",2018-06-01,29.7
"Las_Brisas",2018-07-01,27.3
"Las_Brisas",2018-08-01,27.9
"Las_Brisas",2018-09-01,27.1
"Las_Brisas",2018-10-01,26.9
"Las_Brisas",2018-11-01,27.4
"Las_Brisas",2018-12-01,34
"Las_Brisas",2019-01-01,29.6
"Las_Brisas",2019-02-01,31.6
"Las_Brisas",2019-03-01,32.7
"Las_Brisas",2019-04-01,30
"Las_Brisas",2019-05-01,28.1
"Las_Brisas",2019-06-01,28.6
"Las_Brisas",2019-07-01,28.9
"Las_Brisas",2019-08-01,28.8
"Las_Brisas",2019-09-01,27.7
"Las_Brisas",2019-10-01,27.3
"Las_Brisas",2019-11-01,29.1
"Las_Brisas",2019-12-01,31.2
"Las_Brisas",2020-01-01,30.1
"Las_Brisas",2020-02-01,31.6
"Las_Brisas",2020-03-01,30.9
"Las_Brisas",2020-04-01,30.9
"Las_Brisas",2020-05-01,28.7
"Las_Brisas",2020-06-01,28.5
"Las_Brisas",2020-07-01,28.8
"Las_Brisas",2020-08-01,28
"Las_Brisas",2020-09-01,26.7
"Las_Brisas",2020-10-01,26.9
"Las_Brisas",2020-11-01,27
"Las_Brisas",2020-12-01,28
"Las_Brisas",2021-01-01,28.7
"Las_Brisas",2021-02-01,29.1
"Las_Brisas",2021-03-01,29.3
"Las_Brisas",2021-04-01,29.3
"Las_Brisas",2021-05-01,25.9
"Las_Brisas",2021-08-01,24.9
"Las_Brisas",2021-09-01,26.7
"Las_Brisas",2021-10-01,27.1
"Las_Brisas",2021-11-01,27.7
"Las_Brisas",2021-12-01,27.8
"Las_Brisas",2022-01-01,27.9
"Las_Brisas",2022-02-01,28.2
"Las_Brisas",2022-03-01,28.3
"Las_Brisas",2022-04-01,27.8
"Las_Brisas",2022-05-01,28.2
"Las_Brisas",2022-06-01,26.1
"Las_Brisas",2022-07-01,27
"Las_Brisas",2022-08-01,27.9
"Las_Brisas",2022-09-01,27.1
"Las_Brisas",2022-10-01,26.2
"Las_Brisas",2022-11-01,26.8
"Las_Brisas",2022-12-01,27.1
"Las_Brisas",2023-01-01,27.8
"Las_Brisas",2023-02-01,28.6
"Las_Brisas",2023-03-01,29.7
"Las_Brisas",2023-04-01,28.6
"Las_Brisas",2023-05-01,30
"Las_Brisas",2023-06-01,28.6
"Las_Brisas",2023-07-01,29.3
"Las_Brisas",2023-08-01,29.2
"Las_Brisas",2023-09-01,28.7
"Las_Brisas",2023-10-01,27.5
"Las_Brisas",2023-11-01,28.4
"Las_Brisas",2023-12-01,28.7
"Las_Brisas",2024-01-01,29.7
"Las_Brisas",2024-02-01,32.1
"Las_Brisas",2024-03-01,30.8
"Las_Brisas",2024-04-01,30.6
"Las_Brisas",2024-05-01,28.1
"Las_Brisas",2024-06-01,30.4
"Las_Brisas",2024-07-01,28.6
"Las_Brisas",2024-08-01,27.7
"Las_Brisas",2024-09-01,27.8
"Las_Esferas",2014-10-01,33.05
"Las_Esferas",2014-11-01,33.83
"Las_Esferas",2014-12-01,34.18
"Las_Esferas",2015-01-01,34.86
"Las_Esferas",2015-02-01,35.07
"Las_Esferas",2015-03-01,35.57
"Las_Esferas",2015-04-01,36.35
"Las_Esferas",2015-05-01,36
"Las_Esferas",2015-06-01,35.5
"Las_Esferas",2015-07-01,35.5
"Las_Esferas",2015-08-01,35.4
"Las_Esferas",2015-09-01,35.3
"Las_Esferas",2015-10-01,38.1
"Las_Esferas",2015-11-01,35.1
"Las_Esferas",2015-12-01,35.7
"Las_Esferas",2016-01-01,36.1
"Las_Esferas",2016-02-01,37.8
"Las_Esferas",2016-03-01,38.3
"Las_Esferas",2016-04-01,37.6
"Las_Esferas",2016-05-01,35.9
"Las_Esferas",2016-06-01,34.7
"Las_Esferas",2016-07-01,34.2
"Las_Esferas",2016-08-01,34.2
"Las_Esferas",2016-09-01,34.6
"Las_Esferas",2016-10-01,35
"Las_Esferas",2016-11-01,34
"Las_Esferas",2016-12-01,34.3
"Las_Esferas",2017-01-01,36
"Las_Esferas",2017-02-01,36.4
"Las_Esferas",2017-03-01,37.4
"Las_Esferas",2017-04-01,37.6
"Las_Esferas",2017-05-01,35.9
"Las_Esferas",2017-06-01,34.4
"Las_Esferas",2017-07-01,35
"Las_Esferas",2017-08-01,34.1
"Las_Esferas",2017-09-01,34.8
"Las_Esferas",2017-10-01,33.8
"Las_Esferas",2017-11-01,33.8
"Las_Esferas",2017-12-01,34.1
"Las_Esferas",2018-01-01,34.4
"Las_Esferas",2018-02-01,35.1
"Las_Esferas",2018-03-01,35.6
"Las_Esferas",2018-05-01,34.6
"Las_Esferas",2018-06-01,35.5
"Las_Esferas",2018-07-01,35.7
"Las_Esferas",2018-08-01,36.3
"Las_Esferas",2018-09-01,35.3
"Las_Esferas",2018-10-01,34.6
"Las_Esferas",2018-11-01,34.2
"Las_Esferas",2018-12-01,34.9
"Las_Esferas",2019-01-01,36.4
"Las_Esferas",2019-02-01,36.4
"Las_Esferas",2019-03-01,37.4
"Las_Esferas",2019-04-01,37.5
"Las_Esferas",2019-05-01,36.2
"Las_Esferas",2019-06-01,35.8
"Las_Esferas",2019-07-01,34.9
"Las_Esferas",2019-08-01,34.5
"Las_Esferas",2019-09-01,34.5
"Las_Esferas",2019-10-01,33.4
"Las_Esferas",2019-11-01,33.8
"Las_Esferas",2019-12-01,34.6
"Las_Esferas",2020-01-01,34.6
"Las_Esferas",2020-02-01,35.8
"Las_Esferas",2020-03-01,38
"Las_Esferas",2020-04-01,36.2
"Las_Esferas",2020-05-01,34.9
"Las_Esferas",2020-06-01,35.2
"Las_Esferas",2020-07-01,33.8
"Las_Esferas",2020-08-01,34.4
"Las_Esferas",2020-09-01,34
"Las_Esferas",2020-10-01,33.9
"Las_Esferas",2020-11-01,33.6
"Las_Esferas",2020-12-01,33.8
"Las_Esferas",2021-01-01,33.7
"Las_Esferas",2021-02-01,36.1
"Las_Esferas",2021-03-01,35.2
"Las_Esferas",2021-04-01,36.1
"Las_Esferas",2021-05-01,35.5
"Las_Esferas",2021-06-01,34.2
"Las_Esferas",2021-07-01,34.1
"Las_Esferas",2021-08-01,33.8
"Las_Esferas",2021-09-01,33.3
"Las_Esferas",2021-10-01,33.9
"Las_Esferas",2021-11-01,33
"Las_Esferas",2021-12-01,33.4
"Las_Esferas",2022-01-01,34.4
"Las_Esferas",2022-02-01,34.7
"Las_Esferas",2022-03-01,35.2
"Las_Esferas",2022-04-01,34.7
"Las_Esferas",2022-05-01,34
"Las_Esferas",2022-06-01,33.5
"Las_Esferas",2022-07-01,33
"Las_Esferas",2022-08-01,33.2
"Las_Esferas",2022-09-01,34.3
"Las_Esferas",2022-10-01,33.1
"Las_Esferas",2022-11-01,33
"Las_Esferas",2022-12-01,33.5
"Las_Esferas",2023-01-01,34.5
"Las_Esferas",2023-02-01,35.4
"Las_Esferas",2023-03-01,35.8
"Las_Esferas",2023-04-01,35.6
"Las_Esferas",2023-05-01,35.8
"Las_Esferas",2023-06-01,34.8
"Las_Esferas",2023-07-01,35.2
"Las_Esferas",2023-08-01,35
"Las_Esferas",2023-09-01,34.5
"Las_Esferas",2023-10-01,34
"Las_Esferas",2023-11-01,34.6
"Las_Esferas",2023-12-01,35.1
"Las_Esferas",2024-01-01,36
"Las_Esferas",2024-02-01,36.6
"Las_Esferas",2024-03-01,36.6
"Las_Esferas",2024-04-01,36.8
"Las_Esferas",2024-05-01,34.8
"Las_Esferas",2024-06-01,34.3
"Puerto_Jimenez",2003-10-01,32.03
"Puerto_Jimenez",2003-11-01,33.21
"Puerto_Jimenez",2003-12-01,33.42
"Puerto_Jimenez",2004-01-01,33.72
"Puerto_Jimenez",2004-02-01,35.16
"Puerto_Jimenez",2004-03-01,35.51
"Puerto_Jimenez",2004-04-01,34.6
"Puerto_Jimenez",2004-05-01,34.62
"Puerto_Jimenez",2004-06-01,33.73
"Puerto_Jimenez",2004-07-01,32.99
"Puerto_Jimenez",2004-08-01,33.09
"Puerto_Jimenez",2004-09-01,33.31
"Puerto_Jimenez",2004-10-01,33.3
"Puerto_Jimenez",2004-11-01,32.27
"Puerto_Jimenez",2004-12-01,34.38
"Puerto_Jimenez",2005-01-01,33.18
"Puerto_Jimenez",2005-02-01,34.36
"Puerto_Jimenez",2005-03-01,34.3
"Puerto_Jimenez",2005-04-01,34.12
"Puerto_Jimenez",2005-05-01,34.39
"Puerto_Jimenez",2005-06-01,32.88
"Puerto_Jimenez",2005-07-01,33.61
"Puerto_Jimenez",2005-08-01,36.67
"Puerto_Jimenez",2005-09-01,32.97
"Puerto_Jimenez",2005-10-01,28.29
"Puerto_Jimenez",2006-02-01,35.4
"Puerto_Jimenez",2006-03-01,35.76
"Puerto_Jimenez",2006-04-01,34.26
"Puerto_Jimenez",2006-05-01,33.71
"Puerto_Jimenez",2006-06-01,33.28
"Puerto_Jimenez",2006-07-01,34.06
"Puerto_Jimenez",2006-08-01,34.17
"Puerto_Jimenez",2006-09-01,33.74
"Puerto_Jimenez",2006-10-01,32.84
"Puerto_Jimenez",2006-11-01,32.21
"Puerto_Jimenez",2006-12-01,33.28
"Puerto_Jimenez",2007-01-01,33.97
"Puerto_Jimenez",2007-02-01,35.03
"Puerto_Jimenez",2007-03-01,38.31
"Puerto_Jimenez",2007-04-01,34.14
"Puerto_Jimenez",2007-05-01,34.41
"Puerto_Jimenez",2007-06-01,33.36
"Puerto_Jimenez",2007-07-01,33.51
"Puerto_Jimenez",2007-08-01,32.77
"Puerto_Jimenez",2007-09-01,33.02
"Puerto_Jimenez",2007-10-01,31.71
"Puerto_Jimenez",2007-11-01,32.21
"Puerto_Jimenez",2007-12-01,31.97
"Puerto_Jimenez",2008-01-01,32.8
"Puerto_Jimenez",2008-02-01,32.66
"Puerto_Jimenez",2008-03-01,33.92
"Puerto_Jimenez",2008-04-01,37.84
"Puerto_Jimenez",2008-05-01,34.37
"Puerto_Jimenez",2008-06-01,33.08
"Puerto_Jimenez",2008-07-01,33.1
"Puerto_Jimenez",2008-08-01,32.44
"Puerto_Jimenez",2008-09-01,33.05
"Puerto_Jimenez",2008-10-01,32.13
"Puerto_Jimenez",2008-11-01,32.32
"Puerto_Jimenez",2008-12-01,32.65
"Puerto_Jimenez",2009-01-01,33.43
"Puerto_Jimenez",2009-02-01,35.14
"Puerto_Jimenez",2009-03-01,35.84
"Puerto_Jimenez",2009-04-01,35.45
"Puerto_Jimenez",2009-05-01,35.16
"Puerto_Jimenez",2009-06-01,33.51
"Puerto_Jimenez",2009-07-01,34.34
"Puerto_Jimenez",2009-08-01,34.54
"Puerto_Jimenez",2009-10-01,36.22
"Puerto_Jimenez",2009-11-01,33.48
"Puerto_Jimenez",2009-12-01,33.97
"Puerto_Jimenez",2010-01-01,34.88
"Puerto_Jimenez",2010-02-01,36.05
"Puerto_Jimenez",2010-03-01,36.02
"Puerto_Jimenez",2010-04-01,35.88
"Puerto_Jimenez",2010-05-01,35.69
"Puerto_Jimenez",2010-06-01,33.54
"Puerto_Jimenez",2010-07-01,34.17
"Puerto_Jimenez",2010-08-01,34.07
"Puerto_Jimenez",2010-09-01,32.43
"Puerto_Jimenez",2010-10-01,32.47
"Puerto_Jimenez",2010-11-01,32.27
"Puerto_Jimenez",2010-12-01,32.3
"Puerto_Jimenez",2011-01-01,34.41
"Puerto_Jimenez",2011-02-01,33.99
"Puerto_Jimenez",2011-04-01,34.17
"Puerto_Jimenez",2011-05-01,34.85
"Puerto_Jimenez",2011-06-01,33.75
"Puerto_Jimenez",2011-07-01,33.69
"Puerto_Jimenez",2011-08-01,33.92
"Puerto_Jimenez",2011-09-01,33.82
"Puerto_Jimenez",2011-10-01,33.04
"Puerto_Jimenez",2011-12-01,33.02
"Puerto_Jimenez",2012-01-01,33.81
"Puerto_Jimenez",2012-02-01,35.4
"Puerto_Jimenez",2012-03-01,35.81
"Puerto_Jimenez",2012-04-01,35.27
"Puerto_Jimenez",2012-05-01,34.02
"Puerto_Jimenez",2012-06-01,33.91
"Puerto_Jimenez",2012-07-01,33.34
"Puerto_Jimenez",2012-08-01,33.58
"Puerto_Jimenez",2012-09-01,33.58
"Puerto_Jimenez",2012-10-01,32.88
"Puerto_Jimenez",2012-11-01,33.16
"Puerto_Jimenez",2012-12-01,33.19
"Puerto_Jimenez",2013-01-01,33.74
"Puerto_Jimenez",2013-02-01,34.68
"Puerto_Jimenez",2013-03-01,35.33
"Puerto_Jimenez",2013-04-01,35.16
"Puerto_Jimenez",2013-05-01,33.87
"Puerto_Jimenez",2013-06-01,33.36
"Puerto_Jimenez",2013-07-01,33.9
"Puerto_Jimenez",2013-08-01,32.96
"Puerto_Jimenez",2013-09-01,34.48
"Puerto_Jimenez",2013-10-01,33.13
"Puerto_Jimenez",2013-11-01,32.69
"Puerto_Jimenez",2013-12-01,34.01
"Puerto_Jimenez",2014-01-01,33.95
"Puerto_Jimenez",2014-02-01,35.4
"Puerto_Jimenez",2014-03-01,35.48
"Puerto_Jimenez",2014-04-01,36.59
"Puerto_Jimenez",2014-05-01,34.37
"Puerto_Jimenez",2014-06-01,33.93
"Puerto_Jimenez",2014-07-01,34.13
"Puerto_Jimenez",2014-08-01,33.39
"Puerto_Jimenez",2014-09-01,33.59
"Puerto_Jimenez",2014-10-01,33.63
"Puerto_Jimenez",2014-11-01,33.08
"Puerto_Jimenez",2014-12-01,34.82
"Puerto_Jimenez",2015-01-01,34.72
"Puerto_Jimenez",2015-02-01,35.3
"Puerto_Jimenez",2015-03-01,35.6
"Puerto_Jimenez",2015-04-01,36
"Puerto_Jimenez",2015-05-01,35
"Puerto_Jimenez",2015-06-01,35.3
"Puerto_Jimenez",2015-07-01,34.8
"Puerto_Jimenez",2015-08-01,35.4
"Puerto_Jimenez",2015-09-01,35.3
"Puerto_Jimenez",2015-10-01,35
"Puerto_Jimenez",2015-11-01,34.4
"Puerto_Jimenez",2015-12-01,36.2
"Puerto_Jimenez",2016-01-01,36.7
"Puerto_Jimenez",2016-02-01,37.4
"Puerto_Jimenez",2016-03-01,38.1
"Puerto_Jimenez",2016-04-01,36.6
"Puerto_Jimenez",2016-05-01,34.5
"Puerto_Jimenez",2016-06-01,33.5
"Puerto_Jimenez",2016-07-01,32
"Puerto_Jimenez",2016-08-01,32.3
"Puerto_Jimenez",2016-09-01,31.8
"Puerto_Jimenez",2016-10-01,32.1
"Puerto_Jimenez",2016-11-01,31.1
"Puerto_Jimenez",2016-12-01,31.8
"Puerto_Jimenez",2017-01-01,32.1
"Puerto_Jimenez",2017-02-01,34
"Puerto_Jimenez",2017-03-01,34.2
"Puerto_Jimenez",2017-04-01,33.4
"Puerto_Jimenez",2017-05-01,32.5
"Puerto_Jimenez",2017-06-01,34
"Puerto_Jimenez",2017-07-01,31.7
"Puerto_Jimenez",2017-08-01,31.9
"Puerto_Jimenez",2017-09-01,32.1
"Puerto_Jimenez",2017-10-01,31.4
"Puerto_Jimenez",2017-11-01,31.3
"Puerto_Jimenez",2017-12-01,34
"Puerto_Jimenez",2018-01-01,33.4
"Puerto_Jimenez",2018-02-01,33.9
"Puerto_Jimenez",2018-03-01,35.4
"Puerto_Jimenez",2018-04-01,33.6
"Puerto_Jimenez",2018-05-01,32.7
"Puerto_Jimenez",2018-06-01,32.3
"Puerto_Jimenez",2018-07-01,33
"Puerto_Jimenez",2018-08-01,32.9
"Puerto_Jimenez",2018-09-01,32.6
"Puerto_Jimenez",2018-10-01,37.3
"Puerto_Jimenez",2018-11-01,32.8
"Puerto_Jimenez",2018-12-01,39
"Puerto_Jimenez",2019-01-01,33.2
"Puerto_Jimenez",2019-02-01,34.7
"Puerto_Jimenez",2019-03-01,35.9
"Puerto_Jimenez",2019-04-01,34.1
"Puerto_Jimenez",2019-05-01,34.3
"Puerto_Jimenez",2019-06-01,33.1
"Puerto_Jimenez",2019-07-01,33.7
"Puerto_Jimenez",2019-08-01,32.5
"Puerto_Jimenez",2019-09-01,32.8
"Puerto_Jimenez",2019-10-01,31.7
"Puerto_Jimenez",2019-11-01,32.6
"Puerto_Jimenez",2019-12-01,33.3
"Puerto_Jimenez",2020-01-01,33.7
"Puerto_Jimenez",2020-02-01,34.2
"Puerto_Jimenez",2020-03-01,35.8
"Puerto_Jimenez",2020-04-01,34.3
"Puerto_Jimenez",2020-05-01,33.5
"Puerto_Jimenez",2020-06-01,33
"Puerto_Jimenez",2020-07-01,32.2
"Puerto_Jimenez",2020-08-01,32.4
"Puerto_Jimenez",2020-09-01,32.3
"Puerto_Jimenez",2020-10-01,31.9
"Puerto_Jimenez",2020-11-01,30.9
"Puerto_Jimenez",2020-12-01,32.1
"Puerto_Jimenez",2021-01-01,32.4
"Puerto_Jimenez",2021-02-01,32.8
"Puerto_Jimenez",2021-03-01,33.1
"Puerto_Jimenez",2021-04-01,33.5
"Puerto_Jimenez",2021-05-01,32.5
"Puerto_Jimenez",2021-06-01,31.8
"Puerto_Jimenez",2021-07-01,32.3
"Puerto_Jimenez",2021-08-01,31.5
"Puerto_Jimenez",2021-09-01,31.5
"Puerto_Jimenez",2021-10-01,31.5
"Puerto_Jimenez",2021-11-01,31.2
"Puerto_Jimenez",2021-12-01,31.7
"Puerto_Jimenez",2022-01-01,32.3
"Puerto_Jimenez",2022-02-01,32.9
"Puerto_Jimenez",2022-03-01,33.6
"Puerto_Jimenez",2022-04-01,32.3
"Puerto_Jimenez",2022-05-01,33.3
"Puerto_Jimenez",2022-06-01,32.7
"Puerto_Jimenez",2022-07-01,32.5
"Puerto_Jimenez",2022-08-01,33.2
"Puerto_Jimenez",2022-09-01,32.5
"Puerto_Jimenez",2022-10-01,32.1
"Puerto_Jimenez",2022-11-01,32.1
"Puerto_Jimenez",2022-12-01,39.1
"Puerto_Jimenez",2023-01-01,39.4
"Puerto_Jimenez",2023-03-01,34.5
"Puerto_Jimenez",2023-04-01,33.2
"Puerto_Jimenez",2023-05-01,34.2
"Puerto_Jimenez",2023-06-01,31.1
"Puerto_Jimenez",2023-07-01,33.8
"Puerto_Jimenez",2023-08-01,33.8
"Puerto_Jimenez",2023-09-01,33.4
"Puerto_Jimenez",2023-10-01,33.1
"Puerto_Jimenez",2023-11-01,32.8
"Puerto_Jimenez",2023-12-01,33.2
"Puerto_Jimenez",2024-01-01,34.5
"Puerto_Jimenez",2024-02-01,35.1
"Puerto_Jimenez",2024-03-01,34.8
"Puerto_Jimenez",2024-04-01,34.7
"Puerto_Jimenez",2024-05-01,33.7
"Puerto_Jimenez",2024-06-01,33.1
"Puerto_Jimenez",2024-07-01,33.3
"Puerto_Jimenez",2024-08-01,32.3
"San_Vito",2017-12-01,29.2
"San_Vito",2018-01-01,29.5
"San_Vito",2018-02-01,31.2
"San_Vito",2018-03-01,32.7
"San_Vito",2018-04-01,30.6
"San_Vito",2018-05-01,29.9
"San_Vito",2018-06-01,29.7
"San_Vito",2018-07-01,29.2
"San_Vito",2018-08-01,30.2
"San_Vito",2018-09-01,28.8
"San_Vito",2018-10-01,29.3
"San_Vito",2018-11-01,29
"San_Vito",2018-12-01,30.8
"San_Vito",2019-01-01,32
"San_Vito",2019-02-01,32.6
"San_Vito",2019-03-01,32.7
"San_Vito",2019-04-01,31.8
"San_Vito",2019-05-01,31.7
"San_Vito",2019-06-01,30.2
"San_Vito",2019-07-01,30.3
"San_Vito",2019-08-01,30.6
"San_Vito",2019-09-01,29.7
"San_Vito",2019-10-01,28.9
"San_Vito",2019-11-01,30.4
"San_Vito",2019-12-01,28.7
"San_Vito",2020-01-01,32
"San_Vito",2020-02-01,32.8
"San_Vito",2020-03-01,33
"San_Vito",2020-04-01,33.4
"San_Vito",2020-05-01,31.2
"San_Vito",2020-06-01,30.8
"San_Vito",2020-07-01,30.8
"San_Vito",2020-08-01,30.1
"San_Vito",2020-09-01,29.3
"San_Vito",2020-10-01,30
"San_Vito",2020-11-01,29.4
"San_Vito",2020-12-01,30
"San_Vito",2021-01-01,30.5
"San_Vito",2021-02-01,31.6
"San_Vito",2021-03-01,31.7
"San_Vito",2021-04-01,32
"San_Vito",2021-05-01,30.4
"San_Vito",2021-06-01,30.3
"San_Vito",2021-07-01,30.9
"San_Vito",2021-08-01,29
"San_Vito",2021-09-01,29.6
"San_Vito",2021-10-01,29.5
"San_Vito",2021-11-01,27.7
"San_Vito",2021-12-01,28.8
"San_Vito",2022-01-01,29.6
"San_Vito",2022-02-01,30.5
"San_Vito",2022-03-01,31
"San_Vito",2022-04-01,29.6
"San_Vito",2022-05-01,29.6
"San_Vito",2022-06-01,28.7
"San_Vito",2022-07-01,28.5
"San_Vito",2022-08-01,29.2
"San_Vito",2022-09-01,29.2
"San_Vito",2022-10-01,28.3
"San_Vito",2022-11-01,29.4
"San_Vito",2022-12-01,28.8
"San_Vito",2023-01-01,31
"San_Vito",2023-02-01,31.5
"San_Vito",2023-03-01,30.8
"San_Vito",2023-04-01,30.3
"San_Vito",2023-05-01,32.3
"San_Vito",2023-06-01,30.5
"San_Vito",2023-07-01,30.9
"San_Vito",2023-08-01,31.2
"San_Vito",2023-09-01,31
"San_Vito",2023-10-01,30
"San_Vito",2023-11-01,29.9
"San_Vito",2023-12-01,30.4
"San_Vito",2024-01-01,30.7
"San_Vito",2024-02-01,32.3
"San_Vito",2024-03-01,32.6
"San_Vito",2024-04-01,33.3
"San_Vito",2024-05-01,30.8
"San_Vito",2024-06-01,30.5
"San_Vito",2024-07-01,30.5
"San_Vito",2024-08-01,30.3
"San_Vito",2024-09-01,30.6
