"location","index","date","value"
"Greg_gund","temp_max_C",2023-12-17,30.6
"Greg_gund","temp_max_C",2023-12-18,27.6
"Greg_gund","temp_max_C",2023-12-19,29.8
"Greg_gund","temp_max_C",2023-12-20,30.9
"Greg_gund","temp_max_C",2023-12-21,28.7
"Greg_gund","temp_max_C",2023-12-22,30
"Greg_gund","temp_max_C",2023-12-23,31.5
"Greg_gund","temp_max_C",2023-12-24,31.3
"Greg_gund","temp_max_C",2023-12-25,30.9
"Greg_gund","temp_max_C",2023-12-26,30.8
"Greg_gund","temp_max_C",2023-12-27,31
"Greg_gund","temp_max_C",2023-12-28,30.6
"Greg_gund","temp_max_C",2023-12-29,29.9
"Greg_gund","temp_max_C",2024-01-01,30.5
"Greg_gund","temp_max_C",2024-01-02,30.5
"Greg_gund","temp_max_C",2024-01-03,30.5
"Greg_gund","temp_max_C",2024-01-04,31.1
"Greg_gund","temp_max_C",2024-01-05,30.6
"Greg_gund","temp_max_C",2024-01-06,31.7
"Greg_gund","temp_max_C",2024-01-07,30.8
"Greg_gund","temp_max_C",2024-01-08,31.5
"Greg_gund","temp_max_C",2024-01-09,31
"Greg_gund","temp_max_C",2024-01-10,29.8
"Greg_gund","temp_max_C",2024-01-11,32.2
"Greg_gund","temp_max_C",2024-01-12,30.1
"Greg_gund","temp_max_C",2024-01-13,30.9
"Greg_gund","temp_max_C",2024-01-14,28.7
"Greg_gund","temp_max_C",2024-01-15,31.1
"Greg_gund","temp_max_C",2024-01-16,30
"Greg_gund","temp_max_C",2024-01-17,31.3
"Greg_gund","temp_max_C",2024-01-18,31.6
"Greg_gund","temp_max_C",2024-01-19,31.1
"Greg_gund","temp_max_C",2024-01-20,31.3
"Greg_gund","temp_max_C",2024-01-21,31.6
"Greg_gund","temp_max_C",2024-01-22,31.4
"Greg_gund","temp_max_C",2024-01-23,31.4
"Greg_gund","temp_max_C",2024-01-24,32.4
"Greg_gund","temp_max_C",2024-01-25,32.3
"Greg_gund","temp_max_C",2024-01-26,31.3
"Greg_gund","temp_max_C",2024-01-27,32
"Greg_gund","temp_max_C",2024-01-28,31.6
"Greg_gund","temp_max_C",2024-01-29,32.3
"Greg_gund","temp_max_C",2024-01-30,31.5
"Greg_gund","temp_max_C",2024-01-31,31.4
"Greg_gund","temp_max_C",2024-02-01,31.6
"Greg_gund","temp_max_C",2024-02-02,32
"Greg_gund","temp_max_C",2024-02-03,31.2
"Greg_gund","temp_max_C",2024-02-04,30.6
"Greg_gund","temp_max_C",2024-02-05,30.9
"Greg_gund","temp_max_C",2024-02-06,30.4
"Greg_gund","temp_max_C",2024-02-07,30.2
"Greg_gund","temp_max_C",2024-02-08,31.1
"Greg_gund","temp_max_C",2024-02-09,31.3
"Greg_gund","temp_max_C",2024-02-10,31.4
"Greg_gund","temp_max_C",2024-02-11,31.5
"Greg_gund","temp_max_C",2024-02-12,32.1
"Greg_gund","temp_max_C",2024-02-13,31.7
"Greg_gund","temp_max_C",2024-02-14,32.6
"Greg_gund","temp_max_C",2024-02-15,31.9
"Greg_gund","temp_max_C",2024-02-16,31.9
"Greg_gund","temp_max_C",2024-02-17,32.3
"Greg_gund","temp_max_C",2024-02-18,31.8
"Greg_gund","temp_max_C",2024-02-19,32.6
"Greg_gund","temp_max_C",2024-02-20,32.1
"Greg_gund","temp_max_C",2024-02-21,30.3
"Greg_gund","temp_max_C",2024-02-22,30.8
"Greg_gund","temp_max_C",2024-02-23,30.4
"Greg_gund","temp_max_C",2024-02-24,31
"Greg_gund","temp_max_C",2024-02-25,30.5
"Greg_gund","temp_max_C",2024-02-26,31.5
"Greg_gund","temp_max_C",2024-02-27,31.2
"Greg_gund","temp_max_C",2024-02-28,31.4
"Greg_gund","temp_max_C",2024-02-29,31.7
"Greg_gund","temp_max_C",2024-03-01,31.7
"Greg_gund","temp_max_C",2024-03-02,31.2
"Greg_gund","temp_max_C",2024-03-03,31.5
"Greg_gund","temp_max_C",2024-03-04,31.8
"Greg_gund","temp_max_C",2024-03-05,31.7
"Greg_gund","temp_max_C",2024-03-06,32.2
"Greg_gund","temp_max_C",2024-03-07,32.1
"Greg_gund","temp_max_C",2024-03-08,31.8
"Greg_gund","temp_max_C",2024-03-09,32.4
"Greg_gund","temp_max_C",2024-03-10,32.5
"Greg_gund","temp_max_C",2024-03-11,32.3
"Greg_gund","temp_max_C",2024-03-12,32.6
"Greg_gund","temp_max_C",2024-03-13,32.5
"Greg_gund","temp_max_C",2024-03-14,32.9
"Greg_gund","temp_max_C",2024-03-15,33.9
"Greg_gund","temp_max_C",2024-03-16,32.7
"Greg_gund","temp_max_C",2024-03-17,32.8
"Greg_gund","temp_max_C",2024-03-18,33
"Greg_gund","temp_max_C",2024-03-19,32.4
"Greg_gund","temp_max_C",2024-03-20,32.4
"Greg_gund","temp_max_C",2024-03-21,32.3
"Greg_gund","temp_max_C",2024-03-22,31.4
"Greg_gund","temp_max_C",2024-03-23,32.6
"Greg_gund","temp_max_C",2024-03-24,31.2
"Greg_gund","temp_max_C",2024-03-25,32.8
"Greg_gund","temp_max_C",2024-03-26,33.2
"Greg_gund","temp_max_C",2024-03-27,32.9
"Greg_gund","temp_max_C",2024-03-28,32.2
"Greg_gund","temp_max_C",2024-03-29,32.2
"Greg_gund","temp_max_C",2024-03-30,32.6
"Greg_gund","temp_max_C",2024-03-31,31.7
"Greg_gund","temp_max_C",2024-04-01,32.3
"Greg_gund","temp_max_C",2024-04-02,32.3
"Greg_gund","temp_max_C",2024-04-03,32.3
"Greg_gund","temp_max_C",2024-04-04,32.2
"Greg_gund","temp_max_C",2024-04-05,32.4
"Greg_gund","temp_max_C",2024-04-06,31.9
"Greg_gund","temp_max_C",2024-04-07,32
"Greg_gund","temp_max_C",2024-04-08,32.3
"Greg_gund","temp_max_C",2024-04-09,32.4
"Greg_gund","temp_max_C",2024-04-10,29.9
"Greg_gund","temp_max_C",2024-04-11,30.5
"Greg_gund","temp_max_C",2024-04-12,32.7
"Greg_gund","temp_max_C",2024-04-13,32.7
"Greg_gund","temp_max_C",2024-04-14,32.5
"Greg_gund","temp_max_C",2024-04-15,32.8
"Greg_gund","temp_max_C",2024-04-16,32.3
"Greg_gund","temp_max_C",2024-04-17,31.5
"Greg_gund","temp_max_C",2024-04-18,32.1
"Greg_gund","temp_max_C",2024-04-19,32.5
"Greg_gund","temp_max_C",2024-04-20,32.7
"Greg_gund","temp_max_C",2024-04-21,31.9
"Greg_gund","temp_max_C",2024-04-22,30.6
"Greg_gund","temp_max_C",2024-04-23,27.7
"Greg_gund","temp_max_C",2024-04-24,30.6
"Greg_gund","temp_max_C",2024-04-25,29.6
"Greg_gund","temp_max_C",2024-04-26,31.6
"Greg_gund","temp_max_C",2024-04-27,31.4
"Greg_gund","temp_max_C",2024-04-28,27.1
"Greg_gund","temp_max_C",2024-04-29,28.6
"Greg_gund","temp_max_C",2024-04-30,30.5
"Greg_gund","temp_max_C",2024-05-01,31.3
"Greg_gund","temp_max_C",2024-05-02,29.7
"Greg_gund","temp_max_C",2024-05-03,30.6
"Greg_gund","temp_max_C",2024-05-04,30.5
"Greg_gund","temp_max_C",2024-05-05,27.1
"Greg_gund","temp_max_C",2024-05-06,31
"Greg_gund","temp_max_C",2024-05-07,30.5
"Greg_gund","temp_max_C",2024-05-08,31.6
"Greg_gund","temp_max_C",2024-05-09,25.3
"Greg_gund","temp_max_C",2024-05-10,30.3
"Greg_gund","temp_max_C",2024-05-11,29.2
"Greg_gund","temp_max_C",2024-05-12,29.9
"Greg_gund","temp_max_C",2024-05-13,31.3
"Greg_gund","temp_max_C",2024-05-14,30.6
"Greg_gund","temp_max_C",2024-05-15,30.5
"Greg_gund","temp_max_C",2024-05-16,30
"Greg_gund","temp_max_C",2024-05-17,29.1
"Greg_gund","temp_max_C",2024-05-18,30.8
"Greg_gund","temp_max_C",2024-05-19,31.3
"Greg_gund","temp_max_C",2024-05-20,30.5
"Greg_gund","temp_max_C",2024-05-21,28.4
"Greg_gund","temp_max_C",2024-05-22,27.8
"Greg_gund","temp_max_C",2024-05-23,29.8
"Greg_gund","temp_max_C",2024-05-24,26.8
"Greg_gund","temp_max_C",2024-05-25,26.3
"Greg_gund","temp_max_C",2024-05-26,28.9
"Greg_gund","temp_max_C",2024-05-27,29.8
"Greg_gund","temp_max_C",2024-05-28,29.3
"Greg_gund","temp_max_C",2024-05-29,28.1
"Greg_gund","temp_max_C",2024-05-30,25.5
"Greg_gund","temp_max_C",2024-05-31,27.9
"Greg_gund","temp_max_C",2024-06-01,29.6
"Greg_gund","temp_max_C",2024-06-02,30.1
"Greg_gund","temp_max_C",2024-06-03,30.7
"Greg_gund","temp_max_C",2024-06-04,27.9
"Greg_gund","temp_max_C",2024-06-05,31.4
"Greg_gund","temp_max_C",2024-06-06,29.5
"Greg_gund","temp_max_C",2024-06-07,28.9
"Greg_gund","temp_max_C",2024-06-08,29.9
"Greg_gund","temp_max_C",2024-06-09,30.7
"Greg_gund","temp_max_C",2024-06-10,30.3
"Greg_gund","temp_max_C",2024-06-11,28.6
"Greg_gund","temp_max_C",2024-06-12,25
"Greg_gund","temp_max_C",2024-06-13,28.8
"Greg_gund","temp_max_C",2024-06-14,27.7
"Greg_gund","temp_max_C",2024-06-15,24
"Greg_gund","temp_max_C",2024-06-16,23.2
"Greg_gund","temp_max_C",2024-06-17,27.2
"Greg_gund","temp_max_C",2024-06-18,29.6
"Greg_gund","temp_max_C",2024-06-19,27.9
"Greg_gund","temp_max_C",2024-06-20,29.8
"Greg_gund","temp_max_C",2024-06-21,29.5
"Greg_gund","temp_max_C",2024-06-22,29.8
"Greg_gund","temp_max_C",2024-06-23,29.1
"Greg_gund","temp_max_C",2024-06-24,28.7
"Greg_gund","temp_max_C",2024-06-25,30.5
"Greg_gund","temp_max_C",2024-06-26,28.1
"Greg_gund","temp_max_C",2024-06-27,27.5
"Greg_gund","temp_max_C",2024-06-28,25.4
"Greg_gund","temp_max_C",2024-06-29,27.4
"Greg_gund","temp_max_C",2024-06-30,24.4
"Greg_gund","temp_max_C",2024-07-01,27.7
"Greg_gund","temp_max_C",2024-07-02,28.4
"Greg_gund","temp_max_C",2024-07-03,24.8
"Greg_gund","temp_max_C",2024-07-04,28.4
"Greg_gund","temp_max_C",2024-07-05,28.9
"Greg_gund","temp_max_C",2024-07-06,26.8
"Greg_gund","temp_max_C",2024-07-07,23.7
"Greg_gund","temp_max_C",2024-07-08,28.9
"Greg_gund","temp_max_C",2024-07-09,29.2
"Greg_gund","temp_max_C",2024-07-10,29.2
"Greg_gund","temp_max_C",2024-07-11,30.2
"Greg_gund","temp_max_C",2024-07-12,28.2
"Greg_gund","temp_max_C",2024-07-13,29.3
"Greg_gund","temp_max_C",2024-07-14,28.9
"Greg_gund","temp_max_C",2024-07-15,30.4
"Greg_gund","temp_max_C",2024-07-16,30.7
"Greg_gund","temp_max_C",2024-07-17,30.3
"Greg_gund","temp_max_C",2024-07-18,28.8
"Greg_gund","temp_max_C",2024-07-19,28
"Greg_gund","temp_max_C",2024-07-20,30
"Greg_gund","temp_max_C",2024-07-21,27.8
"Greg_gund","temp_max_C",2024-07-22,27.1
"Greg_gund","temp_max_C",2024-07-23,27.1
"Greg_gund","temp_max_C",2024-07-24,26.9
"Greg_gund","temp_max_C",2024-07-25,30.1
"Greg_gund","temp_max_C",2024-07-26,28.1
"Greg_gund","temp_max_C",2024-07-27,28.6
"Greg_gund","temp_max_C",2024-07-28,23.1
"Greg_gund","temp_max_C",2024-07-29,29.2
"Greg_gund","temp_max_C",2024-07-30,29.5
"Greg_gund","temp_max_C",2024-07-31,30.2
"Greg_gund","temp_max_C",2024-08-01,28.1
"Greg_gund","temp_max_C",2024-08-02,28.4
"Greg_gund","temp_max_C",2024-08-03,29.8
"Greg_gund","temp_max_C",2024-08-04,29.7
"Greg_gund","temp_max_C",2024-08-05,28.5
"Greg_gund","temp_max_C",2024-08-06,28.3
"Greg_gund","temp_max_C",2024-08-07,22.9
"Greg_gund","temp_max_C",2024-08-08,25.2
"Greg_gund","temp_max_C",2024-08-09,27.5
"Greg_gund","temp_max_C",2024-08-10,27
"Greg_gund","temp_max_C",2024-08-11,28.9
"Greg_gund","temp_max_C",2024-08-12,28.8
"Puerto_Jimenez","temp_max_C",2003-10-17,30.37
"Puerto_Jimenez","temp_max_C",2003-10-18,31.28
"Puerto_Jimenez","temp_max_C",2003-10-19,26.45
"Puerto_Jimenez","temp_max_C",2003-10-20,25.54
"Puerto_Jimenez","temp_max_C",2003-10-21,27.59
"Puerto_Jimenez","temp_max_C",2003-10-22,27.96
"Puerto_Jimenez","temp_max_C",2003-10-23,27.18
"Puerto_Jimenez","temp_max_C",2003-10-24,30.5
"Puerto_Jimenez","temp_max_C",2003-10-25,28.46
"Puerto_Jimenez","temp_max_C",2003-10-26,31.08
"Puerto_Jimenez","temp_max_C",2003-10-27,30.48
"Puerto_Jimenez","temp_max_C",2003-10-28,31.62
"Puerto_Jimenez","temp_max_C",2003-10-29,32.03
"Puerto_Jimenez","temp_max_C",2003-10-30,30.95
"Puerto_Jimenez","temp_max_C",2003-10-31,31.96
"Puerto_Jimenez","temp_max_C",2003-11-01,32.46
"Puerto_Jimenez","temp_max_C",2003-11-02,32.07
"Puerto_Jimenez","temp_max_C",2003-11-03,28.4
"Puerto_Jimenez","temp_max_C",2003-11-04,30.98
"Puerto_Jimenez","temp_max_C",2003-11-05,32.7
"Puerto_Jimenez","temp_max_C",2003-11-06,31.45
"Puerto_Jimenez","temp_max_C",2003-11-07,31.03
"Puerto_Jimenez","temp_max_C",2003-11-08,32.09
"Puerto_Jimenez","temp_max_C",2003-11-09,32.36
"Puerto_Jimenez","temp_max_C",2003-11-10,32.5
"Puerto_Jimenez","temp_max_C",2003-11-11,31.01
"Puerto_Jimenez","temp_max_C",2003-11-12,30.82
"Puerto_Jimenez","temp_max_C",2003-11-13,28.63
"Puerto_Jimenez","temp_max_C",2003-11-14,32.3
"Puerto_Jimenez","temp_max_C",2003-11-15,31.96
"Puerto_Jimenez","temp_max_C",2003-11-16,30.76
"Puerto_Jimenez","temp_max_C",2003-11-17,31.51
"Puerto_Jimenez","temp_max_C",2003-11-18,29.22
"Puerto_Jimenez","temp_max_C",2003-11-19,32.56
"Puerto_Jimenez","temp_max_C",2003-11-20,31.68
"Puerto_Jimenez","temp_max_C",2003-11-21,32.23
"Puerto_Jimenez","temp_max_C",2003-11-22,30.77
"Puerto_Jimenez","temp_max_C",2003-11-23,30.57
"Puerto_Jimenez","temp_max_C",2003-11-24,30.77
"Puerto_Jimenez","temp_max_C",2003-11-25,29.13
"Puerto_Jimenez","temp_max_C",2003-11-26,33.21
"Puerto_Jimenez","temp_max_C",2003-11-27,31.86
"Puerto_Jimenez","temp_max_C",2003-11-28,31.34
"Puerto_Jimenez","temp_max_C",2003-11-29,31.38
"Puerto_Jimenez","temp_max_C",2003-11-30,28.9
"Puerto_Jimenez","temp_max_C",2003-12-01,31.71
"Puerto_Jimenez","temp_max_C",2003-12-02,29.24
"Puerto_Jimenez","temp_max_C",2003-12-03,29.95
"Puerto_Jimenez","temp_max_C",2003-12-04,30.06
"Puerto_Jimenez","temp_max_C",2003-12-05,31.67
"Puerto_Jimenez","temp_max_C",2003-12-06,31.04
"Puerto_Jimenez","temp_max_C",2003-12-07,28.24
"Puerto_Jimenez","temp_max_C",2003-12-08,27.09
"Puerto_Jimenez","temp_max_C",2003-12-09,31.07
"Puerto_Jimenez","temp_max_C",2003-12-10,29.01
"Puerto_Jimenez","temp_max_C",2003-12-11,32.53
"Puerto_Jimenez","temp_max_C",2003-12-12,29.45
"Puerto_Jimenez","temp_max_C",2003-12-13,32.16
"Puerto_Jimenez","temp_max_C",2003-12-14,32.43
"Puerto_Jimenez","temp_max_C",2003-12-15,32.32
"Puerto_Jimenez","temp_max_C",2003-12-16,31.01
"Puerto_Jimenez","temp_max_C",2003-12-17,32.24
"Puerto_Jimenez","temp_max_C",2003-12-18,33.42
"Puerto_Jimenez","temp_max_C",2003-12-19,32.05
"Puerto_Jimenez","temp_max_C",2003-12-20,32.67
"Puerto_Jimenez","temp_max_C",2003-12-21,32.02
"Puerto_Jimenez","temp_max_C",2003-12-22,33
"Puerto_Jimenez","temp_max_C",2003-12-23,32.83
"Puerto_Jimenez","temp_max_C",2003-12-24,33.12
"Puerto_Jimenez","temp_max_C",2003-12-25,33.34
"Puerto_Jimenez","temp_max_C",2003-12-26,32.64
"Puerto_Jimenez","temp_max_C",2003-12-27,31.12
"Puerto_Jimenez","temp_max_C",2003-12-28,32.69
"Puerto_Jimenez","temp_max_C",2003-12-29,32.19
"Puerto_Jimenez","temp_max_C",2003-12-30,30.75
"Puerto_Jimenez","temp_max_C",2003-12-31,33.42
"Puerto_Jimenez","temp_max_C",2004-01-01,32.23
"Puerto_Jimenez","temp_max_C",2004-01-02,32.57
"Puerto_Jimenez","temp_max_C",2004-01-03,32.53
"Puerto_Jimenez","temp_max_C",2004-01-04,32.98
"Puerto_Jimenez","temp_max_C",2004-01-05,32.79
"Puerto_Jimenez","temp_max_C",2004-01-06,32.43
"Puerto_Jimenez","temp_max_C",2004-01-07,33.72
"Puerto_Jimenez","temp_max_C",2004-01-08,32.07
"Puerto_Jimenez","temp_max_C",2004-01-09,32.83
"Puerto_Jimenez","temp_max_C",2004-01-10,32.36
"Puerto_Jimenez","temp_max_C",2004-01-11,33.36
"Puerto_Jimenez","temp_max_C",2004-01-12,32.86
"Puerto_Jimenez","temp_max_C",2004-01-13,33.01
"Puerto_Jimenez","temp_max_C",2004-01-14,32.98
"Puerto_Jimenez","temp_max_C",2004-01-15,31.96
"Puerto_Jimenez","temp_max_C",2004-01-16,33.31
"Puerto_Jimenez","temp_max_C",2004-01-17,32.48
"Puerto_Jimenez","temp_max_C",2004-01-18,32.13
"Puerto_Jimenez","temp_max_C",2004-01-19,33.15
"Puerto_Jimenez","temp_max_C",2004-01-20,33.62
"Puerto_Jimenez","temp_max_C",2004-01-21,32.61
"Puerto_Jimenez","temp_max_C",2004-01-22,32.8
"Puerto_Jimenez","temp_max_C",2004-01-23,32.56
"Puerto_Jimenez","temp_max_C",2004-01-24,31.69
"Puerto_Jimenez","temp_max_C",2004-01-25,31.51
"Puerto_Jimenez","temp_max_C",2004-01-26,33.15
"Puerto_Jimenez","temp_max_C",2004-01-27,33.08
"Puerto_Jimenez","temp_max_C",2004-01-28,32.06
"Puerto_Jimenez","temp_max_C",2004-01-29,32.19
"Puerto_Jimenez","temp_max_C",2004-01-30,32.33
"Puerto_Jimenez","temp_max_C",2004-01-31,32.03
"Puerto_Jimenez","temp_max_C",2004-02-01,34.27
"Puerto_Jimenez","temp_max_C",2004-02-02,33.11
"Puerto_Jimenez","temp_max_C",2004-02-03,33.19
"Puerto_Jimenez","temp_max_C",2004-02-04,33.58
"Puerto_Jimenez","temp_max_C",2004-02-05,34.19
"Puerto_Jimenez","temp_max_C",2004-02-06,33.38
"Puerto_Jimenez","temp_max_C",2004-02-07,33.22
"Puerto_Jimenez","temp_max_C",2004-02-08,33.42
"Puerto_Jimenez","temp_max_C",2004-02-09,33.45
"Puerto_Jimenez","temp_max_C",2004-02-10,32.93
"Puerto_Jimenez","temp_max_C",2004-02-11,33.55
"Puerto_Jimenez","temp_max_C",2004-02-12,33.51
"Puerto_Jimenez","temp_max_C",2004-02-13,34.68
"Puerto_Jimenez","temp_max_C",2004-02-14,33.78
"Puerto_Jimenez","temp_max_C",2004-02-15,32.44
"Puerto_Jimenez","temp_max_C",2004-02-16,33.38
"Puerto_Jimenez","temp_max_C",2004-02-17,33.99
"Puerto_Jimenez","temp_max_C",2004-02-18,35.16
"Puerto_Jimenez","temp_max_C",2004-02-19,33.92
"Puerto_Jimenez","temp_max_C",2004-02-20,34.16
"Puerto_Jimenez","temp_max_C",2004-02-21,32.27
"Puerto_Jimenez","temp_max_C",2004-02-22,34.03
"Puerto_Jimenez","temp_max_C",2004-02-23,33.76
"Puerto_Jimenez","temp_max_C",2004-02-24,32.3
"Puerto_Jimenez","temp_max_C",2004-02-25,33.17
"Puerto_Jimenez","temp_max_C",2004-02-26,34.19
"Puerto_Jimenez","temp_max_C",2004-02-27,33.47
"Puerto_Jimenez","temp_max_C",2004-02-28,33.79
"Puerto_Jimenez","temp_max_C",2004-02-29,34.02
"Puerto_Jimenez","temp_max_C",2004-03-01,33.12
"Puerto_Jimenez","temp_max_C",2004-03-02,33.92
"Puerto_Jimenez","temp_max_C",2004-03-03,33.92
"Puerto_Jimenez","temp_max_C",2004-03-04,34.8
"Puerto_Jimenez","temp_max_C",2004-03-05,34.66
"Puerto_Jimenez","temp_max_C",2004-03-06,34.06
"Puerto_Jimenez","temp_max_C",2004-03-07,34.56
"Puerto_Jimenez","temp_max_C",2004-03-08,33.08
"Puerto_Jimenez","temp_max_C",2004-03-09,34.23
"Puerto_Jimenez","temp_max_C",2004-03-10,33.82
"Puerto_Jimenez","temp_max_C",2004-03-11,32.71
"Puerto_Jimenez","temp_max_C",2004-03-12,34.02
"Puerto_Jimenez","temp_max_C",2004-03-13,33.34
"Puerto_Jimenez","temp_max_C",2004-03-14,33.79
"Puerto_Jimenez","temp_max_C",2004-03-15,33.99
"Puerto_Jimenez","temp_max_C",2004-03-16,35.16
"Puerto_Jimenez","temp_max_C",2004-03-17,35
"Puerto_Jimenez","temp_max_C",2004-03-18,34.6
"Puerto_Jimenez","temp_max_C",2004-03-19,35.37
"Puerto_Jimenez","temp_max_C",2004-03-20,34.56
"Puerto_Jimenez","temp_max_C",2004-03-21,35.28
"Puerto_Jimenez","temp_max_C",2004-03-22,34.74
"Puerto_Jimenez","temp_max_C",2004-03-23,34.91
"Puerto_Jimenez","temp_max_C",2004-03-24,35.16
"Puerto_Jimenez","temp_max_C",2004-03-25,35.51
"Puerto_Jimenez","temp_max_C",2004-03-26,35.14
"Puerto_Jimenez","temp_max_C",2004-03-27,35.09
"Puerto_Jimenez","temp_max_C",2004-03-28,34.74
"Puerto_Jimenez","temp_max_C",2004-03-29,34.73
"Puerto_Jimenez","temp_max_C",2004-03-30,33.17
"Puerto_Jimenez","temp_max_C",2004-03-31,34.9
"Puerto_Jimenez","temp_max_C",2004-04-01,33.24
"Puerto_Jimenez","temp_max_C",2004-04-02,32.43
"Puerto_Jimenez","temp_max_C",2004-04-03,33.65
"Puerto_Jimenez","temp_max_C",2004-04-04,33.42
"Puerto_Jimenez","temp_max_C",2004-04-05,34.26
"Puerto_Jimenez","temp_max_C",2004-04-06,34.36
"Puerto_Jimenez","temp_max_C",2004-04-07,34.56
"Puerto_Jimenez","temp_max_C",2004-04-08,33.05
"Puerto_Jimenez","temp_max_C",2004-04-09,33.22
"Puerto_Jimenez","temp_max_C",2004-04-10,34.6
"Puerto_Jimenez","temp_max_C",2004-04-11,33.51
"Puerto_Jimenez","temp_max_C",2004-04-12,34.19
"Puerto_Jimenez","temp_max_C",2004-04-13,32.31
"Puerto_Jimenez","temp_max_C",2004-04-14,33.9
"Puerto_Jimenez","temp_max_C",2004-04-15,34.48
"Puerto_Jimenez","temp_max_C",2004-04-16,33.11
"Puerto_Jimenez","temp_max_C",2004-04-17,32.28
"Puerto_Jimenez","temp_max_C",2004-04-18,33.23
"Puerto_Jimenez","temp_max_C",2004-04-19,33.21
"Puerto_Jimenez","temp_max_C",2004-04-20,33.48
"Puerto_Jimenez","temp_max_C",2004-04-21,33.85
"Puerto_Jimenez","temp_max_C",2004-04-22,30.36
"Puerto_Jimenez","temp_max_C",2004-04-23,30.57
"Puerto_Jimenez","temp_max_C",2004-04-24,32.4
"Puerto_Jimenez","temp_max_C",2004-04-25,32.5
"Puerto_Jimenez","temp_max_C",2004-04-26,32.5
"Puerto_Jimenez","temp_max_C",2004-04-27,32.19
"Puerto_Jimenez","temp_max_C",2004-04-28,31.89
"Puerto_Jimenez","temp_max_C",2004-04-29,31.18
"Puerto_Jimenez","temp_max_C",2004-04-30,32.23
"Puerto_Jimenez","temp_max_C",2004-05-01,32.02
"Puerto_Jimenez","temp_max_C",2004-05-02,32.23
"Puerto_Jimenez","temp_max_C",2004-05-03,29.97
"Puerto_Jimenez","temp_max_C",2004-05-04,34.38
"Puerto_Jimenez","temp_max_C",2004-05-05,31.58
"Puerto_Jimenez","temp_max_C",2004-05-06,32.53
"Puerto_Jimenez","temp_max_C",2004-05-07,32.29
"Puerto_Jimenez","temp_max_C",2004-05-08,33.1
"Puerto_Jimenez","temp_max_C",2004-05-09,32.87
"Puerto_Jimenez","temp_max_C",2004-05-10,31.61
"Puerto_Jimenez","temp_max_C",2004-05-11,30.35
"Puerto_Jimenez","temp_max_C",2004-05-12,32.8
"Puerto_Jimenez","temp_max_C",2004-05-13,34.62
"Puerto_Jimenez","temp_max_C",2004-05-14,33.74
"Puerto_Jimenez","temp_max_C",2004-05-15,33.37
"Puerto_Jimenez","temp_max_C",2004-05-16,32.62
"Puerto_Jimenez","temp_max_C",2004-05-17,33.54
"Puerto_Jimenez","temp_max_C",2004-05-18,31.71
"Puerto_Jimenez","temp_max_C",2004-05-19,31.24
"Puerto_Jimenez","temp_max_C",2004-05-20,27.54
"Puerto_Jimenez","temp_max_C",2004-05-21,26.04
"Puerto_Jimenez","temp_max_C",2004-05-22,29.85
"Puerto_Jimenez","temp_max_C",2004-05-23,28.86
"Puerto_Jimenez","temp_max_C",2004-05-24,28.21
"Puerto_Jimenez","temp_max_C",2004-05-25,31.61
"Puerto_Jimenez","temp_max_C",2004-05-26,31.61
"Puerto_Jimenez","temp_max_C",2004-05-27,31.85
"Puerto_Jimenez","temp_max_C",2004-05-28,29.75
"Puerto_Jimenez","temp_max_C",2004-05-29,30.53
"Puerto_Jimenez","temp_max_C",2004-05-30,31.54
"Puerto_Jimenez","temp_max_C",2004-05-31,32.86
"Puerto_Jimenez","temp_max_C",2004-06-01,31.71
"Puerto_Jimenez","temp_max_C",2004-06-02,33.03
"Puerto_Jimenez","temp_max_C",2004-06-03,30.09
"Puerto_Jimenez","temp_max_C",2004-06-04,30.42
"Puerto_Jimenez","temp_max_C",2004-06-05,31.88
"Puerto_Jimenez","temp_max_C",2004-06-06,32.03
"Puerto_Jimenez","temp_max_C",2004-06-07,32.65
"Puerto_Jimenez","temp_max_C",2004-06-08,31.85
"Puerto_Jimenez","temp_max_C",2004-06-09,31.17
"Puerto_Jimenez","temp_max_C",2004-06-10,32.62
"Puerto_Jimenez","temp_max_C",2004-06-11,29.53
"Puerto_Jimenez","temp_max_C",2004-06-12,32.45
"Puerto_Jimenez","temp_max_C",2004-06-13,32.97
"Puerto_Jimenez","temp_max_C",2004-06-14,33.73
"Puerto_Jimenez","temp_max_C",2004-06-15,33.1
"Puerto_Jimenez","temp_max_C",2004-06-16,32.46
"Puerto_Jimenez","temp_max_C",2004-06-17,32.15
"Puerto_Jimenez","temp_max_C",2004-06-18,32.83
"Puerto_Jimenez","temp_max_C",2004-06-19,32.42
"Puerto_Jimenez","temp_max_C",2004-06-20,32.66
"Puerto_Jimenez","temp_max_C",2004-06-21,31.76
"Puerto_Jimenez","temp_max_C",2004-06-22,31.3
"Puerto_Jimenez","temp_max_C",2004-06-23,33.06
"Puerto_Jimenez","temp_max_C",2004-06-24,32.89
"Puerto_Jimenez","temp_max_C",2004-06-25,31.93
"Puerto_Jimenez","temp_max_C",2004-06-26,32.32
"Puerto_Jimenez","temp_max_C",2004-06-27,32.63
"Puerto_Jimenez","temp_max_C",2004-06-28,30.09
"Puerto_Jimenez","temp_max_C",2004-06-29,32.69
"Puerto_Jimenez","temp_max_C",2004-06-30,29.61
"Puerto_Jimenez","temp_max_C",2004-07-01,30.43
"Puerto_Jimenez","temp_max_C",2004-07-02,32.99
"Puerto_Jimenez","temp_max_C",2004-07-03,31.76
