poly_id,year,month,forest,open_land,lst_mean,cooling,elv_mean,n_points,month_date
1,2020,10,27.204739540501667,31.657896664268115,29.431318102384893,4.453157123766448,14.236887454986572,19,2020-10-01
1,2020,11,27.465295410156273,33.2188264734605,30.342060941808388,5.753531063304228,14.236887454986572,17,2020-11-01
1,2020,12,27.637893194901338,33.58895103053045,30.613422112715895,5.951057835629112,14.236887454986572,19,2020-12-01
1,2021,1,27.83650360107424,34.482000732421895,31.159252166748068,6.645497131347656,14.236887454986572,20,2021-01-01
1,2021,2,28.78610975477433,38.26611226399742,33.52611100938587,9.480002509223091,14.236887454986572,18,2021-02-01
1,2021,3,28.67052933542354,39.00736790707239,33.838948621247965,10.33683857164885,14.236887454986572,19,2021-03-01
1,2021,4,27.643158280222064,37.42157978258637,32.532369031404215,9.77842150236431,14.236887454986572,19,2021-04-01
1,2021,5,26.90000064247535,35.15736501593341,31.02868282920438,8.25736437345806,14.236887454986572,19,2021-05-01
1,2021,6,27.404735685649694,34.69947284899262,31.05210426732116,7.294737163342927,14.236887454986572,19,2021-06-01
1,2021,7,26.822500610351586,32.99399566650393,29.90824813842776,6.171495056152343,14.236887454986572,20,2021-07-01
1,2021,8,26.474209755345417,32.403685238486865,29.438947496916143,5.929475483141448,14.236887454986572,19,2021-08-01
1,2021,9,28.140556165907142,34.49833577473961,31.319445970323372,6.357779608832465,14.236887454986572,18,2021-09-01
1,2021,10,27.633156545538675,35.36947503340874,31.501315789473708,7.736318487870066,14.236887454986572,19,2021-10-01
1,2021,11,26.89315667403374,35.05315712376647,30.973156898900104,8.16000044973273,14.236887454986572,19,2021-11-01
1,2021,12,27.72749938964846,35.30950164794924,31.518500518798852,7.582002258300781,14.236887454986572,20,2021-12-01
1,2022,1,27.96473806280841,35.423687101665315,31.694212582236865,7.4589490388569075,14.236887454986572,19,2022-01-01
1,2022,2,28.521108669704883,39.03833245171443,33.779720560709656,10.517223782009548,14.236887454986572,18,2022-02-01
1,2022,3,29.502101215563346,42.63210449218752,36.06710285387543,13.130003276624178,14.236887454986572,19,2022-03-01
1,2022,4,27.7942122609992,40.38421020507815,34.089211233038675,12.589997944078947,14.236887454986572,19,2022-04-01
1,2022,5,25.762500000000024,37.25100097656252,31.506750488281273,11.4885009765625,14.236887454986572,20,2022-05-01
1,2022,6,24.747216796875023,35.30555623372398,30.026386515299503,10.558339436848959,14.236887454986572,18,2022-06-01
1,2022,7,25.974734978926833,30.870527086759893,28.422631032843363,4.895792107833059,14.236887454986572,19,2022-07-01
1,2022,8,26.977370733963838,31.885790694387357,29.4315807141756,4.90841996042352,14.236887454986572,19,2022-08-01
1,2022,9,26.266839599609398,29.886844353926833,28.076841976768115,3.620004754317434,14.236887454986572,19,2022-09-01
1,2022,10,26.892629844264004,30.309474262438346,28.601052053351175,3.416844418174342,14.236887454986572,19,2022-10-01
1,2022,11,26.307366943359398,31.40368202611022,28.855524484734808,5.096315082750823,14.236887454986572,19,2022-11-01
1,2022,12,28.719474712171074,36.51262978001647,32.61605224609377,7.793155067845395,14.236887454986572,19,2022-12-01
1,2023,1,28.101575670744268,34.96157387181334,31.531574771278805,6.859998201069079,14.236887454986572,19,2023-01-01
1,2023,2,29.72611219618058,41.455551825629364,35.59083201090497,11.729439629448784,14.236887454986572,18,2023-02-01
1,2023,3,29.08549957275393,43.01250152587893,36.04900054931643,13.927001953125,14.236887454986572,20,2023-03-01
1,2023,4,29.069443427191864,42.54055514865453,35.8049992879232,13.471111721462673,14.236887454986572,18,2023-04-01
1,2023,5,29.369471821032096,41.973684531764,35.67157817639805,12.604212710731908,14.236887454986572,19,2023-05-01
1,2023,6,28.168948846114333,34.61000012849509,31.38947448730471,6.441051282380757,14.236887454986572,19,2023-06-01
1,2023,7,28.64894698293588,32.35947008634871,30.50420853464229,3.7105231034128288,14.236887454986572,19,2023-07-01
1,2023,8,28.23750152587893,31.811001586914085,30.024251556396507,3.573500061035156,14.236887454986572,20,2023-08-01
1,2023,9,28.097894287109398,32.2484214381168,30.1731578626131,4.1505271510074015,14.236887454986572,19,2023-09-01
1,2023,10,27.023680355674365,34.16421380293999,30.593947079307178,7.140533447265625,14.236887454986572,19,2023-10-01
1,2023,11,28.170530941611865,35.78105115388571,31.97579104774879,7.6105202122738485,14.236887454986572,19,2023-11-01
1,2023,12,29.858946468955615,35.74000019274262,32.79947333084912,5.881053723787007,14.236887454986572,19,2023-12-01
1,2024,1,30.415002441406273,34.89749908447268,32.65625076293948,4.482496643066407,14.236887454986572,20,2024-01-01
1,2024,2,30.60999959309898,37.27000325520836,33.94000142415367,6.660003662109375,14.236887454986572,18,2024-02-01
1,2024,3,31.458417711759893,41.669472463507425,36.563945087633655,10.211054751747533,14.236887454986572,19,2024-03-01
1,2024,4,30.063892618815128,41.715554809570335,35.88972371419273,11.651662190755209,14.236887454986572,18,2024-04-01
1,2024,5,28.28999938964846,39.21350097656252,33.75175018310549,10.923501586914062,14.236887454986572,20,2024-05-01
1,2024,6,26.28947079307157,36.13578908819903,31.212629940635303,9.846318295127467,14.236887454986572,19,2024-06-01
1,2024,7,27.468891398112003,37.83055860731339,32.6497250027127,10.36166720920139,14.236887454986572,18,2024-07-01
1,2024,8,27.884501647949243,35.302496337890645,31.593498992919944,7.417994689941406,14.236887454986572,20,2024-08-01
1,2024,9,27.7452959846048,29.27940925149359,28.512352618049196,1.5341132668887867,14.236887454986572,17,2024-09-01
1,2024,10,28.996473604090095,31.158823529411787,30.07764856675094,2.162349925321691,14.236887454986572,17,2024-10-01
2,2020,10,25.990525416324036,28.510525673314167,27.2505255448191,2.5200002569901314,35.77858638763428,19,2020-10-01
2,2020,11,27.09333190917971,28.65555386013457,27.874442884657142,1.5622219509548612,35.77858638763428,18,2020-11-01
2,2020,12,29.244208406147226,29.269998972039495,29.257103689093363,0.025790565892269735,35.77858638763428,19,2020-12-01
2,2021,1,28.58549957275393,31.412503051757835,29.99900131225588,2.8270034790039063,35.77858638763428,20,2021-01-01
2,2021,2,28.93111233181426,34.77500474717884,31.85305853949655,5.843892415364583,35.77858638763428,18,2021-02-01
2,2021,3,28.49263112921466,34.472632478412855,31.482631803813756,5.980001349198191,35.77858638763428,19,2021-03-01
2,2021,4,26.70368266858555,32.237366043893935,29.470524356239743,5.533683375308388,35.77858638763428,19,2021-04-01
2,2021,5,26.70526315789476,30.82894768965874,28.76710542377675,4.12368453176398,35.77858638763428,19,2021-05-01
2,2021,6,27.057366943359398,29.96420962685035,28.510788285104876,2.9068426834909538,35.77858638763428,19,2021-06-01
2,2021,7,26.65350036621096,28.83850097656252,27.746000671386742,2.1850006103515627,35.77858638763428,20,2021-07-01
2,2021,8,26.166843133223708,28.708947753906273,27.43789544356499,2.542104620682566,35.77858638763428,19,2021-08-01
2,2021,9,27.163335842556446,30.90833435058596,29.035835096571205,3.744998508029514,35.77858638763428,18,2021-09-01
2,2021,10,26.686313348067458,30.687368613795254,28.686840980931354,4.001055265727796,35.77858638763428,19,2021-10-01
2,2021,11,26.561576762952324,30.643161492598708,28.602369127775518,4.081584729646382,35.77858638763428,19,2021-11-01
2,2021,12,27.23949890136721,30.79399871826174,29.016748809814477,3.5544998168945314,35.77858638763428,20,2021-12-01
2,2022,1,29.85105526572782,32.28105436626236,31.066054815995088,2.4299991005345394,35.77858638763428,19,2022-01-01
2,2022,2,29.251111178927975,33.8911088731554,31.57111002604169,4.63999769422743,35.77858638763428,18,2022-02-01
2,2022,3,28.708950966282917,35.51105089689558,32.11000093158925,6.802099930612664,35.77858638763428,19,2022-03-01
2,2022,4,26.84684383994657,33.79210494192025,30.31947439093341,6.945261101973684,35.77858638763428,19,2022-04-01
2,2022,5,25.37850036621096,31.89950103759768,28.63900070190432,6.521000671386719,35.77858638763428,20,2022-05-01
2,2022,6,24.42055324978301,27.658887057834225,26.039720153808616,3.238333808051215,35.77858638763428,18,2022-06-01
2,2022,7,27.23684563887749,28.324737870065814,27.78079175447165,1.0878922311883223,35.77858638763428,19,2022-07-01
2,2022,8,27.870527086759893,29.624741724917786,28.747634405838838,1.7542146381578947,35.77858638763428,19,2022-08-01
2,2022,9,26.13789640727798,29.28736989874591,27.712633153011947,3.1494734914679277,35.77858638763428,19,2022-09-01
