interval_from,interval_to,LST,land_type,Id,land_type_label
2023-10-30,2023-10-31,284.9700012207031,10,Site-002,forest
2023-11-01,2023-11-02,290.0899963378906,10,Site-002,forest
2023-11-02,2023-11-03,291.2300109863281,10,Site-002,forest
2023-11-03,2023-11-04,294.2200012207031,10,Site-002,forest
2023-11-04,2023-11-05,292.7699890136719,10,Site-002,forest
2023-11-06,2023-11-07,292.4599914550781,10,Site-002,forest
2023-11-08,2023-11-09,294.25,10,Site-002,forest
2023-11-10,2023-11-11,295.2300109863281,10,Site-002,forest
2023-11-11,2023-11-12,294.1099853515625,10,Site-002,forest
2023-11-13,2023-11-14,294.95001220703125,10,Site-002,forest
2023-11-15,2023-11-16,295.79998779296875,10,Site-002,forest
2023-11-17,2023-11-18,292.5299987792969,10,Site-002,forest
2023-11-18,2023-11-19,291.8800048828125,10,Site-002,forest
2023-11-19,2023-11-20,290.7099914550781,10,Site-002,forest
2023-11-20,2023-11-21,291.95001220703125,10,Site-002,forest
2023-11-22,2023-11-23,295.17999267578125,10,Site-002,forest
2023-11-24,2023-11-25,293.80999755859375,10,Site-002,forest
2023-11-26,2023-11-27,294.4200134277344,10,Site-002,forest
2023-11-27,2023-11-28,292.2300109863281,10,Site-002,forest
2023-11-29,2023-11-30,290.9599914550781,10,Site-002,forest
2023-12-01,2023-12-02,294.82000732421875,10,Site-002,forest
2023-12-03,2023-12-04,295.30999755859375,10,Site-002,forest
