interval_from,interval_to,LST,land_type,Id,land_type_label
2023-01-09,2023-01-10,297.1400146484375,10,Site-024,forest
2023-01-10,2023-01-11,297.239990234375,10,Site-024,forest
2023-01-12,2023-01-13,303.1300048828125,10,Site-024,forest
2023-01-14,2023-01-15,303.0599975585937,10,Site-024,forest
2023-01-16,2023-01-17,304.42999267578125,10,Site-024,forest
2023-01-17,2023-01-18,303.7900085449219,10,Site-024,forest
2023-01-19,2023-01-20,304.92999267578125,10,Site-024,forest
2023-01-21,2023-01-22,303.07000732421875,10,Site-024,forest
2023-01-23,2023-01-24,300.8699951171875,10,Site-024,forest
2023-01-24,2023-01-25,304.1099853515625,10,Site-024,forest
2023-01-25,2023-01-26,304.3900146484375,10,Site-024,forest
2023-01-26,2023-01-27,304.92999267578125,10,Site-024,forest
2023-01-28,2023-01-29,306.3399963378906,10,Site-024,forest
2023-01-30,2023-01-31,306.2699890136719,10,Site-024,forest
2023-02-01,2023-02-02,304.67999267578125,10,Site-024,forest
2023-02-02,2023-02-03,304.0299987792969,10,Site-024,forest
2023-02-04,2023-02-05,305.3999938964844,10,Site-024,forest
2023-02-06,2023-02-07,306.19000244140625,10,Site-024,forest
2023-02-08,2023-02-09,306.7900085449219,10,Site-024,forest
2023-02-09,2023-02-10,305.010009765625,10,Site-024,forest
2023-02-10,2023-02-11,305.8999938964844,10,Site-024,forest
2023-02-11,2023-02-12,306.32000732421875,10,Site-024,forest
2023-02-13,2023-02-14,306.5799865722656,10,Site-024,forest
2023-02-15,2023-02-16,308.1400146484375,10,Site-024,forest
2023-02-17,2023-02-18,305.1099853515625,10,Site-024,forest
2023-02-18,2023-02-19,305.6499938964844,10,Site-024,forest
2023-02-20,2023-02-21,305.7799987792969,10,Site-024,forest
2023-02-22,2023-02-23,307.6700134277344,10,Site-024,forest
2023-02-24,2023-02-25,307.5199890136719,10,Site-024,forest
2023-02-25,2023-02-26,305.5,10,Site-024,forest
2023-02-26,2023-02-27,307.1700134277344,10,Site-024,forest
2023-02-27,2023-02-28,306.92999267578125,10,Site-024,forest
2023-03-01,2023-03-02,307.6499938964844,10,Site-024,forest
2023-03-03,2023-03-04,307.5400085449219,10,Site-024,forest
2023-03-05,2023-03-06,306.9700012207031,10,Site-024,forest
2023-03-06,2023-03-07,304.4599914550781,10,Site-024,forest
2023-03-08,2023-03-09,300.5299987792969,10,Site-024,forest
2023-03-10,2023-03-11,303.69000244140625,10,Site-024,forest
2023-03-12,2023-03-13,305.6000061035156,10,Site-024,forest
2023-03-13,2023-03-14,303.2699890136719,10,Site-024,forest
2023-03-14,2023-03-15,304.0199890136719,10,Site-024,forest
2023-03-15,2023-03-16,303.0400085449219,10,Site-024,forest
2023-03-17,2023-03-18,302.8699951171875,10,Site-024,forest
2023-03-19,2023-03-20,304.94000244140625,10,Site-024,forest
2023-03-21,2023-03-22,306.3399963378906,10,Site-024,forest
2023-03-22,2023-03-23,304.3299865722656,10,Site-024,forest
2023-03-24,2023-03-25,305.25,10,Site-024,forest
2023-03-26,2023-03-27,302.5299987792969,10,Site-024,forest
2023-03-28,2023-03-29,306.75,10,Site-024,forest
2023-03-29,2023-03-30,300.2099914550781,10,Site-024,forest
2023-03-30,2023-03-31,304.0799865722656,10,Site-024,forest
2023-03-31,2023-04-01,304.7300109863281,10,Site-024,forest
2023-01-01,2023-01-02,304.9700012207031,10,Site-025,forest
2023-01-03,2023-01-04,305.4700012207031,10,Site-025,forest
2023-01-05,2023-01-06,305.2900085449219,10,Site-025,forest
2023-01-07,2023-01-08,306.19000244140625,10,Site-025,forest
2023-01-08,2023-01-09,305.70001220703125,10,Site-025,forest
2023-01-09,2023-01-10,301.6499938964844,10,Site-025,forest
2023-01-10,2023-01-11,304.1099853515625,10,Site-025,forest
2023-01-12,2023-01-13,305.75,10,Site-025,forest
2023-01-14,2023-01-15,305.3299865722656,10,Site-025,forest
2023-01-16,2023-01-17,307.0299987792969,10,Site-025,forest
2023-01-17,2023-01-18,306.95001220703125,10,Site-025,forest
2023-01-19,2023-01-20,308.1199951171875,10,Site-025,forest
2023-01-21,2023-01-22,307.2200012207031,10,Site-025,forest
2023-01-23,2023-01-24,308.0299987792969,10,Site-025,forest
2023-01-24,2023-01-25,307.54998779296875,10,Site-025,forest
2023-01-25,2023-01-26,307.4700012207031,10,Site-025,forest
2023-01-26,2023-01-27,306.3800048828125,10,Site-025,forest
2023-01-28,2023-01-29,310.25,10,Site-025,forest
2023-01-30,2023-01-31,310.19000244140625,10,Site-025,forest
2023-02-01,2023-02-02,308.7799987792969,10,Site-025,forest
2023-02-02,2023-02-03,308.3900146484375,10,Site-025,forest
2023-02-04,2023-02-05,308.3900146484375,10,Site-025,forest
2023-02-06,2023-02-07,307.8999938964844,10,Site-025,forest
2023-02-08,2023-02-09,309.239990234375,10,Site-025,forest
2023-02-09,2023-02-10,307.6000061035156,10,Site-025,forest
2023-02-10,2023-02-11,307.4200134277344,10,Site-025,forest
2023-02-11,2023-02-12,308.4800109863281,10,Site-025,forest
2023-02-13,2023-02-14,310.17999267578125,10,Site-025,forest
2023-02-15,2023-02-16,309.1300048828125,10,Site-025,forest
2023-02-17,2023-02-18,308.42999267578125,10,Site-025,forest
2023-02-18,2023-02-19,308.2300109863281,10,Site-025,forest
2023-02-20,2023-02-21,308.239990234375,10,Site-025,forest
2023-02-22,2023-02-23,307.8699951171875,10,Site-025,forest
2023-02-24,2023-02-25,308.3500061035156,10,Site-025,forest
2023-02-25,2023-02-26,308.2799987792969,10,Site-025,forest
2023-02-26,2023-02-27,308.3399963378906,10,Site-025,forest
2023-02-27,2023-02-28,308.5799865722656,10,Site-025,forest
2023-03-01,2023-03-02,310.6099853515625,10,Site-025,forest
2023-03-03,2023-03-04,309.67999267578125,10,Site-025,forest
2023-03-05,2023-03-06,308.2300109863281,10,Site-025,forest
2023-03-06,2023-03-07,304.7200012207031,10,Site-025,forest
2023-03-08,2023-03-09,297.45001220703125,10,Site-025,forest
2023-03-10,2023-03-11,302.739990234375,10,Site-025,forest
2023-03-12,2023-03-13,304.9200134277344,10,Site-025,forest
2023-03-13,2023-03-14,301.32000732421875,10,Site-025,forest
2023-03-14,2023-03-15,304.8800048828125,10,Site-025,forest
2023-03-15,2023-03-16,304.7200012207031,10,Site-025,forest
2023-03-17,2023-03-18,303.4800109863281,10,Site-025,forest
2023-03-19,2023-03-20,306.6199951171875,10,Site-025,forest
2023-03-21,2023-03-22,307.6700134277344,10,Site-025,forest
2023-03-22,2023-03-23,306.3299865722656,10,Site-025,forest
2023-03-24,2023-03-25,306.5799865722656,10,Site-025,forest
2023-03-26,2023-03-27,306.29998779296875,10,Site-025,forest
2023-03-28,2023-03-29,307.8500061035156,10,Site-025,forest
2023-03-29,2023-03-30,300.1300048828125,10,Site-025,forest
2023-03-30,2023-03-31,306.44000244140625,10,Site-025,forest
2023-03-31,2023-04-01,306.4700012207031,10,Site-025,forest
2023-01-01,2023-01-02,303.07000732421875,10,Site-026,forest
2023-01-03,2023-01-04,304.7900085449219,10,Site-026,forest
2023-01-05,2023-01-06,303.92999267578125,10,Site-026,forest
2023-01-07,2023-01-08,303.7799987792969,10,Site-026,forest
2023-01-08,2023-01-09,303.32000732421875,10,Site-026,forest
2023-01-09,2023-01-10,298.7900085449219,10,Site-026,forest
2023-01-10,2023-01-11,303.0199890136719,10,Site-026,forest
2023-01-12,2023-01-13,302.6400146484375,10,Site-026,forest
2023-01-14,2023-01-15,302.3299865722656,10,Site-026,forest
2023-01-16,2023-01-17,303.489990234375,10,Site-026,forest
2023-01-17,2023-01-18,304.3299865722656,10,Site-026,forest
2023-01-19,2023-01-20,305.75,10,Site-026,forest
2023-01-21,2023-01-22,303.9200134277344,10,Site-026,forest
2023-01-23,2023-01-24,304.1099853515625,10,Site-026,forest
2023-01-24,2023-01-25,304.17999267578125,10,Site-026,forest
2023-01-25,2023-01-26,303.2799987792969,10,Site-026,forest
2023-01-26,2023-01-27,303.94000244140625,10,Site-026,forest
2023-01-28,2023-01-29,306.32000732421875,10,Site-026,forest
2023-01-30,2023-01-31,306.3399963378906,10,Site-026,forest
2023-02-01,2023-02-02,304.7099914550781,10,Site-026,forest
2023-02-02,2023-02-03,305.44000244140625,10,Site-026,forest
2023-02-04,2023-02-05,305.95001220703125,10,Site-026,forest
2023-02-06,2023-02-07,305.92999267578125,10,Site-026,forest
2023-02-08,2023-02-09,306.1700134277344,10,Site-026,forest
2023-02-09,2023-02-10,305.1199951171875,10,Site-026,forest
2023-02-10,2023-02-11,305.3900146484375,10,Site-026,forest
2023-02-11,2023-02-12,307.0299987792969,10,Site-026,forest
2023-02-13,2023-02-14,306.9800109863281,10,Site-026,forest
2023-02-15,2023-02-16,307.1499938964844,10,Site-026,forest
2023-02-17,2023-02-18,306.0199890136719,10,Site-026,forest
2023-02-18,2023-02-19,307.3399963378906,10,Site-026,forest
2023-02-20,2023-02-21,308.5599975585937,10,Site-026,forest
2023-02-22,2023-02-23,307.04998779296875,10,Site-026,forest
2023-02-24,2023-02-25,306.739990234375,10,Site-026,forest
2023-02-25,2023-02-26,307.3999938964844,10,Site-026,forest
2023-02-26,2023-02-27,306.489990234375,10,Site-026,forest
2023-02-27,2023-02-28,308.1400146484375,10,Site-026,forest
2023-03-01,2023-03-02,308.9599914550781,10,Site-026,forest
2023-03-03,2023-03-04,307.7300109863281,10,Site-026,forest
2023-03-05,2023-03-06,305.7799987792969,10,Site-026,forest
2023-03-06,2023-03-07,304.4700012207031,10,Site-026,forest
2023-03-08,2023-03-09,296.95001220703125,10,Site-026,forest
2023-03-10,2023-03-11,302.1600036621094,10,Site-026,forest
2023-03-12,2023-03-13,303.2900085449219,10,Site-026,forest
2023-03-13,2023-03-14,299.6499938964844,10,Site-026,forest
2023-03-14,2023-03-15,302.8699951171875,10,Site-026,forest
2023-03-15,2023-03-16,303.510009765625,10,Site-026,forest
2023-03-17,2023-03-18,301.54998779296875,10,Site-026,forest
2023-03-19,2023-03-20,304.6700134277344,10,Site-026,forest
2023-03-21,2023-03-22,305.4800109863281,10,Site-026,forest
2023-03-22,2023-03-23,306.4800109863281,10,Site-026,forest
2023-03-24,2023-03-25,307.6199951171875,10,Site-026,forest
2023-03-26,2023-03-27,306.3800048828125,10,Site-026,forest
2023-03-28,2023-03-29,306.739990234375,10,Site-026,forest
2023-03-29,2023-03-30,300.4700012207031,10,Site-026,forest
2023-03-30,2023-03-31,305.0299987792969,10,Site-026,forest
2023-03-31,2023-04-01,306.8699951171875,10,Site-026,forest
2023-01-01,2023-01-02,303.6300048828125,10,Site-027,forest
2023-01-03,2023-01-04,302.8099975585937,10,Site-027,forest
2023-01-05,2023-01-06,304.8099975585937,10,Site-027,forest
2023-01-07,2023-01-08,304.4599914550781,10,Site-027,forest
2023-01-08,2023-01-09,304.6199951171875,10,Site-027,forest
2023-01-09,2023-01-10,296.7699890136719,10,Site-027,forest
2023-01-10,2023-01-11,299.04998779296875,10,Site-027,forest
2023-01-12,2023-01-13,303.510009765625,10,Site-027,forest
2023-01-14,2023-01-15,303.3699951171875,10,Site-027,forest
2023-01-16,2023-01-17,304.67999267578125,10,Site-027,forest
2023-01-17,2023-01-18,305.0400085449219,10,Site-027,forest
2023-01-19,2023-01-20,304.9800109863281,10,Site-027,forest
2023-01-21,2023-01-22,304.0199890136719,10,Site-027,forest
2023-01-23,2023-01-24,303.1199951171875,10,Site-027,forest
2023-01-24,2023-01-25,305.69000244140625,10,Site-027,forest
2023-01-25,2023-01-26,304.32000732421875,10,Site-027,forest
2023-01-26,2023-01-27,305.42999267578125,10,Site-027,forest
2023-01-28,2023-01-29,307.0199890136719,10,Site-027,forest
2023-01-30,2023-01-31,306.7799987792969,10,Site-027,forest
2023-02-01,2023-02-02,304.3800048828125,10,Site-027,forest
2023-02-02,2023-02-03,305.70001220703125,10,Site-027,forest
2023-02-04,2023-02-05,305.95001220703125,10,Site-027,forest
2023-02-06,2023-02-07,305.75,10,Site-027,forest
2023-02-08,2023-02-09,306.19000244140625,10,Site-027,forest
2023-02-09,2023-02-10,305.7300109863281,10,Site-027,forest
2023-02-10,2023-02-11,304.8299865722656,10,Site-027,forest
2023-02-11,2023-02-12,306.54998779296875,10,Site-027,forest
2023-02-13,2023-02-14,305.75,10,Site-027,forest
2023-02-15,2023-02-16,307.6300048828125,10,Site-027,forest
2023-02-17,2023-02-18,305.0899963378906,10,Site-027,forest
2023-02-18,2023-02-19,306.7200012207031,10,Site-027,forest
2023-02-20,2023-02-21,305.0299987792969,10,Site-027,forest
2023-02-22,2023-02-23,307.1499938964844,10,Site-027,forest
2023-02-24,2023-02-25,307.0199890136719,10,Site-027,forest
2023-02-25,2023-02-26,305.82000732421875,10,Site-027,forest
2023-02-26,2023-02-27,306.0,10,Site-027,forest
2023-02-27,2023-02-28,307.19000244140625,10,Site-027,forest
2023-03-01,2023-03-02,306.7900085449219,10,Site-027,forest
2023-03-03,2023-03-04,307.32000732421875,10,Site-027,forest
2023-03-05,2023-03-06,306.54998779296875,10,Site-027,forest
2023-03-06,2023-03-07,304.9100036621094,10,Site-027,forest
2023-03-08,2023-03-09,299.54998779296875,10,Site-027,forest
2023-03-10,2023-03-11,303.2099914550781,10,Site-027,forest
2023-03-12,2023-03-13,304.8599853515625,10,Site-027,forest
2023-03-13,2023-03-14,303.3399963378906,10,Site-027,forest
2023-03-14,2023-03-15,303.6199951171875,10,Site-027,forest
2023-03-15,2023-03-16,304.44000244140625,10,Site-027,forest
2023-03-17,2023-03-18,303.5599975585937,10,Site-027,forest
2023-03-19,2023-03-20,305.8999938964844,10,Site-027,forest
2023-03-21,2023-03-22,306.3299865722656,10,Site-027,forest
2023-03-22,2023-03-23,305.3299865722656,10,Site-027,forest
2023-03-24,2023-03-25,306.3299865722656,10,Site-027,forest
2023-03-26,2023-03-27,304.42999267578125,10,Site-027,forest
2023-03-28,2023-03-29,307.54998779296875,10,Site-027,forest
2023-03-29,2023-03-30,303.8399963378906,10,Site-027,forest
2023-03-30,2023-03-31,304.260009765625,10,Site-027,forest
2023-03-31,2023-04-01,306.29998779296875,10,Site-027,forest
2023-01-01,2023-01-02,304.6199951171875,10,Site-028,forest
2023-01-03,2023-01-04,302.0799865722656,10,Site-028,forest
2023-01-05,2023-01-06,303.1199951171875,10,Site-028,forest
2023-01-07,2023-01-08,302.2300109863281,10,Site-028,forest
2023-01-08,2023-01-09,302.7900085449219,10,Site-028,forest
2023-01-09,2023-01-10,296.7900085449219,10,Site-028,forest
2023-01-10,2023-01-11,303.6600036621094,10,Site-028,forest
2023-01-12,2023-01-13,303.9100036621094,10,Site-028,forest
2023-01-14,2023-01-15,303.2200012207031,10,Site-028,forest
2023-01-16,2023-01-17,303.0799865722656,10,Site-028,forest
2023-01-17,2023-01-18,305.6000061035156,10,Site-028,forest
2023-01-19,2023-01-20,304.0599975585937,10,Site-028,forest
2023-01-21,2023-01-22,302.8699951171875,10,Site-028,forest
2023-01-23,2023-01-24,303.1099853515625,10,Site-028,forest
2023-01-24,2023-01-25,305.42999267578125,10,Site-028,forest
2023-01-25,2023-01-26,302.1099853515625,10,Site-028,forest
2023-01-26,2023-01-27,305.9200134277344,10,Site-028,forest
2023-01-28,2023-01-29,304.989990234375,10,Site-028,forest
2023-01-30,2023-01-31,304.010009765625,10,Site-028,forest
2023-02-01,2023-02-02,301.9200134277344,10,Site-028,forest
2023-02-02,2023-02-03,306.4200134277344,10,Site-028,forest
2023-02-04,2023-02-05,304.760009765625,10,Site-028,forest
2023-02-06,2023-02-07,305.4200134277344,10,Site-028,forest
2023-02-08,2023-02-09,304.7799987792969,10,Site-028,forest
2023-02-09,2023-02-10,306.57000732421875,10,Site-028,forest
2023-02-10,2023-02-11,303.7900085449219,10,Site-028,forest
2023-02-11,2023-02-12,307.1400146484375,10,Site-028,forest
2023-02-13,2023-02-14,305.8299865722656,10,Site-028,forest
2023-02-15,2023-02-16,306.6000061035156,10,Site-028,forest
2023-02-17,2023-02-18,305.0199890136719,10,Site-028,forest
2023-02-18,2023-02-19,307.2900085449219,10,Site-028,forest
2023-02-20,2023-02-21,305.9700012207031,10,Site-028,forest
2023-02-22,2023-02-23,305.8999938964844,10,Site-028,forest
2023-02-24,2023-02-25,305.3999938964844,10,Site-028,forest
2023-02-25,2023-02-26,306.1000061035156,10,Site-028,forest
2023-02-26,2023-02-27,304.3399963378906,10,Site-028,forest
2023-02-27,2023-02-28,307.9700012207031,10,Site-028,forest
2023-03-01,2023-03-02,306.5,10,Site-028,forest
2023-03-03,2023-03-04,305.8500061035156,10,Site-028,forest
2023-03-05,2023-03-06,304.8399963378906,10,Site-028,forest
2023-03-06,2023-03-07,305.0899963378906,10,Site-028,forest
2023-03-08,2023-03-09,300.0,10,Site-028,forest
2023-03-10,2023-03-11,303.260009765625,10,Site-028,forest
2023-03-12,2023-03-13,303.3699951171875,10,Site-028,forest
2023-03-13,2023-03-14,303.2799987792969,10,Site-028,forest
2023-03-14,2023-03-15,303.6099853515625,10,Site-028,forest
2023-03-15,2023-03-16,305.4700012207031,10,Site-028,forest
2023-03-17,2023-03-18,304.3399963378906,10,Site-028,forest
2023-03-19,2023-03-20,304.2799987792969,10,Site-028,forest
2023-03-21,2023-03-22,303.9599914550781,10,Site-028,forest
2023-03-22,2023-03-23,305.9700012207031,10,Site-028,forest
2023-03-24,2023-03-25,305.42999267578125,10,Site-028,forest
2023-03-26,2023-03-27,305.3800048828125,10,Site-028,forest
2023-03-28,2023-03-29,305.4700012207031,10,Site-028,forest
2023-03-29,2023-03-30,306.8500061035156,10,Site-028,forest
2023-03-30,2023-03-31,303.19000244140625,10,Site-028,forest
2023-03-31,2023-04-01,306.8900146484375,10,Site-028,forest
2023-01-01,2023-01-02,302.2900085449219,10,Site-029,forest
2023-01-03,2023-01-04,302.7799987792969,10,Site-029,forest
2023-01-05,2023-01-06,302.8099975585937,10,Site-029,forest
2023-01-07,2023-01-08,302.7300109863281,10,Site-029,forest
2023-01-08,2023-01-09,302.5199890136719,10,Site-029,forest
2023-01-09,2023-01-10,297.1600036621094,10,Site-029,forest
2023-01-10,2023-01-11,301.54998779296875,10,Site-029,forest
2023-01-12,2023-01-13,301.4700012207031,10,Site-029,forest
2023-01-14,2023-01-15,301.010009765625,10,Site-029,forest
2023-01-16,2023-01-17,302.3399963378906,10,Site-029,forest
2023-01-17,2023-01-18,302.7799987792969,10,Site-029,forest
2023-01-19,2023-01-20,303.7699890136719,10,Site-029,forest
2023-01-21,2023-01-22,302.6099853515625,10,Site-029,forest
2023-01-23,2023-01-24,302.9100036621094,10,Site-029,forest
2023-01-24,2023-01-25,303.1300048828125,10,Site-029,forest
2023-01-25,2023-01-26,302.1700134277344,10,Site-029,forest
2023-01-26,2023-01-27,301.9200134277344,10,Site-029,forest
2023-01-28,2023-01-29,304.7099914550781,10,Site-029,forest
2023-01-30,2023-01-31,304.5400085449219,10,Site-029,forest
2023-02-01,2023-02-02,303.94000244140625,10,Site-029,forest
2023-02-02,2023-02-03,303.9200134277344,10,Site-029,forest
2023-02-04,2023-02-05,304.4200134277344,10,Site-029,forest
2023-02-06,2023-02-07,304.5599975585937,10,Site-029,forest
2023-02-08,2023-02-09,305.2699890136719,10,Site-029,forest
2023-02-09,2023-02-10,304.4200134277344,10,Site-029,forest
2023-02-10,2023-02-11,304.6700134277344,10,Site-029,forest
2023-02-11,2023-02-12,305.7699890136719,10,Site-029,forest
2023-02-13,2023-02-14,306.489990234375,10,Site-029,forest
2023-02-15,2023-02-16,305.54998779296875,10,Site-029,forest
2023-02-17,2023-02-18,305.29998779296875,10,Site-029,forest
2023-02-18,2023-02-19,305.6499938964844,10,Site-029,forest
2023-02-20,2023-02-21,306.0799865722656,10,Site-029,forest
2023-02-22,2023-02-23,305.69000244140625,10,Site-029,forest
2023-02-24,2023-02-25,305.3999938964844,10,Site-029,forest
2023-02-25,2023-02-26,306.1499938964844,10,Site-029,forest
2023-02-26,2023-02-27,305.70001220703125,10,Site-029,forest
2023-02-27,2023-02-28,306.2200012207031,10,Site-029,forest
2023-03-01,2023-03-02,307.4200134277344,10,Site-029,forest
2023-03-03,2023-03-04,306.54998779296875,10,Site-029,forest
2023-03-05,2023-03-06,304.760009765625,10,Site-029,forest
2023-03-06,2023-03-07,302.9599914550781,10,Site-029,forest
2023-03-08,2023-03-09,294.5,10,Site-029,forest
2023-03-10,2023-03-11,300.32000732421875,10,Site-029,forest
2023-03-12,2023-03-13,301.7300109863281,10,Site-029,forest
2023-03-13,2023-03-14,298.4700012207031,10,Site-029,forest
2023-03-14,2023-03-15,301.9100036621094,10,Site-029,forest
2023-03-15,2023-03-16,301.9100036621094,10,Site-029,forest
2023-03-17,2023-03-18,300.3299865722656,10,Site-029,forest
2023-03-19,2023-03-20,303.6400146484375,10,Site-029,forest
2023-03-21,2023-03-22,304.0899963378906,10,Site-029,forest
2023-03-22,2023-03-23,304.1300048828125,10,Site-029,forest
2023-03-24,2023-03-25,304.3399963378906,10,Site-029,forest
2023-03-26,2023-03-27,304.07000732421875,10,Site-029,forest
2023-03-28,2023-03-29,304.4800109863281,10,Site-029,forest
2023-03-29,2023-03-30,299.0599975585937,10,Site-029,forest
2023-03-30,2023-03-31,303.760009765625,10,Site-029,forest
2023-03-31,2023-04-01,304.44000244140625,10,Site-029,forest
2023-01-01,2023-01-02,304.2799987792969,10,Site-030,forest
2023-01-03,2023-01-04,301.9100036621094,10,Site-030,forest
2023-01-05,2023-01-06,302.69000244140625,10,Site-030,forest
2023-01-07,2023-01-08,302.4200134277344,10,Site-030,forest
2023-01-08,2023-01-09,302.8800048828125,10,Site-030,forest
2023-01-09,2023-01-10,297.07000732421875,10,Site-030,forest
2023-01-10,2023-01-11,303.5799865722656,10,Site-030,forest
2023-01-12,2023-01-13,304.3099975585937,10,Site-030,forest
2023-01-14,2023-01-15,302.9599914550781,10,Site-030,forest
2023-01-16,2023-01-17,303.2699890136719,10,Site-030,forest
2023-01-17,2023-01-18,305.79998779296875,10,Site-030,forest
2023-01-19,2023-01-20,304.1400146484375,10,Site-030,forest
2023-01-21,2023-01-22,302.9700012207031,10,Site-030,forest
2023-01-23,2023-01-24,302.8099975585937,10,Site-030,forest
2023-01-24,2023-01-25,305.8900146484375,10,Site-030,forest
2023-01-25,2023-01-26,302.6700134277344,10,Site-030,forest
2023-01-26,2023-01-27,306.6199951171875,10,Site-030,forest
2023-01-28,2023-01-29,304.8599853515625,10,Site-030,forest
2023-01-30,2023-01-31,303.4800109863281,10,Site-030,forest
2023-02-01,2023-02-02,302.2799987792969,10,Site-030,forest
2023-02-02,2023-02-03,306.7699890136719,10,Site-030,forest
2023-02-04,2023-02-05,304.8800048828125,10,Site-030,forest
2023-02-06,2023-02-07,305.20001220703125,10,Site-030,forest
2023-02-08,2023-02-09,304.9100036621094,10,Site-030,forest
2023-02-09,2023-02-10,306.92999267578125,10,Site-030,forest
2023-02-10,2023-02-11,304.3399963378906,10,Site-030,forest
2023-02-11,2023-02-12,307.3800048828125,10,Site-030,forest
2023-02-13,2023-02-14,307.2699890136719,10,Site-030,forest
2023-02-15,2023-02-16,306.3299865722656,10,Site-030,forest
2023-02-17,2023-02-18,305.2300109863281,10,Site-030,forest
2023-02-18,2023-02-19,307.8500061035156,10,Site-030,forest
2023-02-20,2023-02-21,305.9800109863281,10,Site-030,forest
2023-02-22,2023-02-23,306.1199951171875,10,Site-030,forest
2023-02-24,2023-02-25,305.3800048828125,10,Site-030,forest
2023-02-25,2023-02-26,306.2699890136719,10,Site-030,forest
2023-02-26,2023-02-27,304.8599853515625,10,Site-030,forest
2023-02-27,2023-02-28,307.69000244140625,10,Site-030,forest
2023-03-01,2023-03-02,305.5899963378906,10,Site-030,forest
2023-03-03,2023-03-04,306.19000244140625,10,Site-030,forest
2023-03-05,2023-03-06,305.3299865722656,10,Site-030,forest
2023-03-06,2023-03-07,305.07000732421875,10,Site-030,forest
2023-03-08,2023-03-09,300.4100036621094,10,Site-030,forest
2023-03-10,2023-03-11,303.3299865722656,10,Site-030,forest
2023-03-12,2023-03-13,303.0799865722656,10,Site-030,forest
2023-03-13,2023-03-14,303.3699951171875,10,Site-030,forest
2023-03-14,2023-03-15,303.6400146484375,10,Site-030,forest
2023-03-15,2023-03-16,305.6700134277344,10,Site-030,forest
2023-03-17,2023-03-18,304.1199951171875,10,Site-030,forest
2023-03-19,2023-03-20,304.760009765625,10,Site-030,forest
2023-03-21,2023-03-22,304.3699951171875,10,Site-030,forest
2023-03-22,2023-03-23,306.0,10,Site-030,forest
2023-03-24,2023-03-25,305.3800048828125,10,Site-030,forest
2023-03-26,2023-03-27,305.8699951171875,10,Site-030,forest
2023-03-28,2023-03-29,305.3399963378906,10,Site-030,forest
2023-03-29,2023-03-30,307.0899963378906,10,Site-030,forest
2023-03-30,2023-03-31,303.4599914550781,10,Site-030,forest
2023-03-31,2023-04-01,307.25,10,Site-030,forest
2023-01-01,2023-01-02,301.9800109863281,10,Site-031,forest
2023-01-03,2023-01-04,301.6499938964844,10,Site-031,forest
2023-01-05,2023-01-06,303.2200012207031,10,Site-031,forest
2023-01-07,2023-01-08,302.92999267578125,10,Site-031,forest
2023-01-08,2023-01-09,302.17999267578125,10,Site-031,forest
2023-01-09,2023-01-10,296.07000732421875,10,Site-031,forest
2023-01-10,2023-01-11,296.3999938964844,10,Site-031,forest
2023-01-12,2023-01-13,301.3800048828125,10,Site-031,forest
2023-01-14,2023-01-15,301.3099975585937,10,Site-031,forest
2023-01-16,2023-01-17,302.7799987792969,10,Site-031,forest
2023-01-17,2023-01-18,302.5199890136719,10,Site-031,forest
2023-01-19,2023-01-20,303.2799987792969,10,Site-031,forest
2023-01-21,2023-01-22,301.70001220703125,10,Site-031,forest
2023-01-23,2023-01-24,300.2099914550781,10,Site-031,forest
2023-01-24,2023-01-25,303.0199890136719,10,Site-031,forest
2023-01-25,2023-01-26,302.6700134277344,10,Site-031,forest
2023-01-26,2023-01-27,303.3299865722656,10,Site-031,forest
2023-01-28,2023-01-29,304.8599853515625,10,Site-031,forest
2023-01-30,2023-01-31,304.510009765625,10,Site-031,forest
2023-02-01,2023-02-02,302.9700012207031,10,Site-031,forest
2023-02-02,2023-02-03,303.17999267578125,10,Site-031,forest
2023-02-04,2023-02-05,303.92999267578125,10,Site-031,forest
2023-02-06,2023-02-07,304.4200134277344,10,Site-031,forest
2023-02-08,2023-02-09,304.989990234375,10,Site-031,forest
2023-02-09,2023-02-10,303.9599914550781,10,Site-031,forest
2023-02-10,2023-02-11,303.9599914550781,10,Site-031,forest
2023-02-11,2023-02-12,305.0899963378906,10,Site-031,forest
2023-02-13,2023-02-14,304.510009765625,10,Site-031,forest
2023-02-15,2023-02-16,306.3500061035156,10,Site-031,forest
2023-02-17,2023-02-18,303.6199951171875,10,Site-031,forest
2023-02-18,2023-02-19,304.8399963378906,10,Site-031,forest
2023-02-20,2023-02-21,303.9200134277344,10,Site-031,forest
2023-02-22,2023-02-23,305.8299865722656,10,Site-031,forest
2023-02-24,2023-02-25,305.70001220703125,10,Site-031,forest
2023-02-25,2023-02-26,304.5299987792969,10,Site-031,forest
2023-02-26,2023-02-27,305.1700134277344,10,Site-031,forest
2023-02-27,2023-02-28,305.3699951171875,10,Site-031,forest
2023-03-01,2023-03-02,305.7200012207031,10,Site-031,forest
2023-03-03,2023-03-04,306.67999267578125,10,Site-031,forest
2023-03-05,2023-03-06,305.989990234375,10,Site-031,forest
2023-03-06,2023-03-07,303.82000732421875,10,Site-031,forest
2023-03-08,2023-03-09,299.760009765625,10,Site-031,forest
2023-03-10,2023-03-11,302.489990234375,10,Site-031,forest
2023-03-12,2023-03-13,304.57000732421875,10,Site-031,forest
2023-03-13,2023-03-14,302.69000244140625,10,Site-031,forest
